,Unnamed: 0,label,text-neigh,label_num,text-rel,token,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
2049,2049,Capability,"to the user, and hide any such connection currently",1,the hook hide any such connection currently bound to a local TCP port in the range between 40000 and 45000,communicating,user hide ani connect current,hook hide ani connect current bound local tcp port rang 40000 45000,"['user', 'hide', 'ani', 'connect', 'current']","['hook', 'hide', 'ani', 'connect', 'current', 'bound', 'local', 'tcp', 'port', 'rang', '40000', '45000']"
2050,2050,Capability,Vista. This hook also filters any connections listening on,1,This hook filters any connections listening on TCP ports in the range between 40000 and 45000,hosted,vista. thi hook also filter ani connect listen,thi hook filter ani connect listen tcp port rang 40000 45000,"['vista.', 'thi', 'hook', 'also', 'filter', 'ani', 'connect', 'listen']","['thi', 'hook', 'filter', 'ani', 'connect', 'listen', 'tcp', 'port', 'rang', '40000', '45000']"
2051,2051,Capability,driver is attempting to hide the service. The user-mode,1,this driver hide the service,communicating,driver attempt hide service. user-mod,thi driver hide servic,"['driver', 'attempt', 'hide', 'service.', 'user-mod']","['thi', 'driver', 'hide', 'servic']"
2052,2052,Capability,MD5 of de7500fc1065a081180841f32f06a537 specifically avoids installing the kernel driver,1,the backdoor DLL sample with an MD5 of de7500fc1065a081180841f32f06a537 avoids installing the kernel driver on a system running this tool,was used,md5 hash-code specif avoid instal kernel driver,backdoor dll sampl md5 hash-code avoid instal kernel driver system run thi tool,"['md5', 'hash-code', 'specif', 'avoid', 'instal', 'kernel', 'driver']","['backdoor', 'dll', 'sampl', 'md5', 'hash-code', 'avoid', 'instal', 'kernel', 'driver', 'system', 'run', 'thi', 'tool']"
2053,2053,Capability,DLL (MD5: 47619fca20895abc83807321cbb80a3d) itself contains functionality that is typical,1,The dropped DLL (MD5: 47619fca20895abc83807321cbb80a3d) itself contains functionality that is typical of a Remote Access Tool(RAT),were used,dll md5: hash-code contain function typic,drop dll md5: hash-code contain function typic remot access toolrat,"['dll', 'md5:', 'hash-code', 'contain', 'function', 'typic']","['drop', 'dll', 'md5:', 'hash-code', 'contain', 'function', 'typic', 'remot', 'access', 'toolrat']"
2054,2054,Capability,Tool(RAT) which are commonly used by PRC based actors,1,PRC based actors used functionality that is typical of a Remote Access Tool(RAT) in data exfiltration attacks,determined,toolrat commonli use prc base actor,prc base actor use function typic remot access toolrat data exfiltr attack,"['toolrat', 'commonli', 'use', 'prc', 'base', 'actor']","['prc', 'base', 'actor', 'use', 'function', 'typic', 'remot', 'access', 'toolrat', 'data', 'exfiltr', 'attack']"
2055,2055,Capability,"dual-use tool, it can be dropped and executed by a",1,a client-side exploit be dropped it,relies,dual-us tool drop execut,client-sid exploit drop,"['dual-us', 'tool', 'drop', 'execut']","['client-sid', 'exploit', 'drop']"
2056,2056,Capability,in China). The sample utilizes the AES cryptographic algorithm,1,The sample utilizes the AES cryptographic algorithm to protect its C2 communications,target and exfiltrate,china. sampl util ae cryptograph algorithm,sampl util ae cryptograph algorithm protect c2 commun,"['china.', 'sampl', 'util', 'ae', 'cryptograph', 'algorithm']","['sampl', 'util', 'ae', 'cryptograph', 'algorithm', 'protect', 'c2', 'commun']"
2057,2057,Capability,VE 25 This DLL is a moderately sophisticated backdoor,1,This DLL is a moderately sophisticated backdoor,using,25 thi dll moder sophist backdoor,thi dll moder sophist backdoor,"['25', 'thi', 'dll', 'moder', 'sophist', 'backdoor']","['thi', 'dll', 'moder', 'sophist', 'backdoor']"
2058,2058,Capability,"instantiated, which can help avoid detection from solutions like",1,The tool avoid detection from solutions like DNS blacklisting and RFC protocol enforcement,conceal,instanti help avoid detect solut like,tool avoid detect solut like dn blacklist rfc protocol enforc,"['instanti', 'help', 'avoid', 'detect', 'solut', 'like']","['tool', 'avoid', 'detect', 'solut', 'like', 'dn', 'blacklist', 'rfc', 'protocol', 'enforc']"
2059,2059,Capability,The kernel driver component dropped by the Backdoor DLL,1,the Backdoor DLL The kernel driver component dropped,used,kernel driver compon drop backdoor dll,backdoor dll kernel driver compon drop,"['kernel', 'driver', 'compon', 'drop', 'backdoor', 'dll']","['backdoor', 'dll', 'kernel', 'driver', 'compon', 'drop']"
2060,2060,Capability,that are aimed at preventing a system administrator from,1,This kernel mode rootkit preventing a system administrator from detecting the backdoor DLL,used,aim prevent system administr,thi kernel mode rootkit prevent system administr detect backdoor dll,"['aim', 'prevent', 'system', 'administr']","['thi', 'kernel', 'mode', 'rootkit', 'prevent', 'system', 'administr', 'detect', 'backdoor', 'dll']"
2061,2061,Capability,This driver attempts to hide a wide swath of,1,This driver hide a wide swath of TCP ports (40000-45000) for an unknown reason,observed,thi driver attempt hide wide swath,thi driver hide wide swath tcp port 40000-45000 unknown reason,"['thi', 'driver', 'attempt', 'hide', 'wide', 'swath']","['thi', 'driver', 'hide', 'wide', 'swath', 'tcp', 'port', '40000-45000', 'unknown', 'reason']"
2062,2062,Capability,The kernel driver component dropped by the Backdoor DLL,1,the Backdoor DLL The kernel driver component dropped,was,kernel driver compon drop backdoor dll,backdoor dll kernel driver compon drop,"['kernel', 'driver', 'compon', 'drop', 'backdoor', 'dll']","['backdoor', 'dll', 'kernel', 'driver', 'compon', 'drop']"
2063,2063,Capability,that are aimed at preventing a system administrator from,1,This kernel mode rootkit preventing a system administrator from detecting the backdoor DLL,rely,aim prevent system administr,thi kernel mode rootkit prevent system administr detect backdoor dll,"['aim', 'prevent', 'system', 'administr']","['thi', 'kernel', 'mode', 'rootkit', 'prevent', 'system', 'administr', 'detect', 'backdoor', 'dll']"
2064,2064,Capability,This driver attempts to hide a wide swath of,1,This driver hide a wide swath of TCP ports (40000-45000) for an unknown reason,relied,thi driver attempt hide wide swath,thi driver hide wide swath tcp port 40000-45000 unknown reason,"['thi', 'driver', 'attempt', 'hide', 'wide', 'swath']","['thi', 'driver', 'hide', 'wide', 'swath', 'tcp', 'port', '40000-45000', 'unknown', 'reason']"
2065,2065,Capability,"attacks sought out and exfiltrated data, based on keyword",1,The malware used in these attacks exfiltrated data,used,attack sought exfiltr data base keyword,malwar use attack exfiltr data,"['attack', 'sought', 'exfiltr', 'data', 'base', 'keyword']","['malwar', 'use', 'attack', 'exfiltr', 'data']"
2066,2066,Capability,"to search for and exfiltrate certain types of data,",1,the malware exfiltrate certain types of data,use,search exfiltr certain type data,malwar exfiltr certain type data,"['search', 'exfiltr', 'certain', 'type', 'data']","['malwar', 'exfiltr', 'certain', 'type', 'data']"
2067,2067,Capability,the March 20 attacks included disruption of service at,1,the March 20 attacks included disruption of service at financial institutions,observed,march 20 attack includ disrupt servic,march 20 attack includ disrupt servic financi institut,"['march', '20', 'attack', 'includ', 'disrupt', 'servic']","['march', '20', 'attack', 'includ', 'disrupt', 'servic', 'financi', 'institut']"
2068,2068,Capability,The malware attempted to disable AhnLab and Hauri AV,1,The malware AhnLab and Hauri AV antivirus products disable,used,malwar attempt disabl ahnlab hauri av,malwar ahnlab hauri av antiviru product disabl,"['malwar', 'attempt', 'disabl', 'ahnlab', 'hauri', 'av']","['malwar', 'ahnlab', 'hauri', 'av', 'antiviru', 'product', 'disabl']"
2069,2069,Capability,Windows utility 'taskkill' to kill the processes pasvc.exe and,1,The wiper kill the processes pasvc.exe and clisvc.exe,obfuscate,window util 'taskkill' kill process pasvc.ex,wiper kill process pasvc.ex clisvc.ex,"['window', 'util', ""'taskkill'"", 'kill', 'process', 'pasvc.ex']","['wiper', 'kill', 'process', 'pasvc.ex', 'clisvc.ex']"
2070,2070,Capability,"antivirus The wiper then performed system reconnaissance, gathering drive",1,The wiper performed system reconnaissance,is,antiviru wiper perform system reconnaiss gather drive,wiper perform system reconnaiss,"['antiviru', 'wiper', 'perform', 'system', 'reconnaiss', 'gather', 'drive']","['wiper', 'perform', 'system', 'reconnaiss']"
2071,2071,Capability,"then performed system reconnaissance, gathering drive information and operating",1,The wiper gathering drive information and operating system version,uploading,perform system reconnaiss gather drive inform oper,wiper gather drive inform oper system version,"['perform', 'system', 'reconnaiss', 'gather', 'drive', 'inform', 'oper']","['wiper', 'gather', 'drive', 'inform', 'oper', 'system', 'version']"
2072,2072,Capability,"used, the wiper recursively deleted files on the file",1,the wiper deleted files on the file system,downloading,use wiper recurs delet file file,wiper delet file file system,"['use', 'wiper', 'recurs', 'delet', 'file', 'file']","['wiper', 'delet', 'file', 'file', 'system']"
2073,2073,Capability,"on the file system, deleting the Windows folder last.",1,the wiper deleting the Windows folder,listing,file system delet window folder last.,wiper delet window folder,"['file', 'system', 'delet', 'window', 'folder', 'last.']","['wiper', 'delet', 'window', 'folder']"
2074,2074,Capability,folder last. It then overwrote the MBR with the,1,"It overwrote the MBR with the strings ""HASTATI"", ""PRINCPES"", ""PRINCIPES"", or ""PR!NCPES",generating,folder last. overwrot mbr,overwrot mbr string hastati princp princip pr!ncpe,"['folder', 'last.', 'overwrot', 'mbr']","['overwrot', 'mbr', 'string', 'hastati', 'princp', 'princip', 'pr!ncpe']"
2075,2075,Capability,a third malware component downloaded an IRC RAT from,1,a third malware component downloaded an IRC RAT from various compromised websites,transferring,third malwar compon download irc rat,third malwar compon download irc rat variou compromis websit,"['third', 'malwar', 'compon', 'download', 'irc', 'rat']","['third', 'malwar', 'compon', 'download', 'irc', 'rat', 'variou', 'compromis', 'websit']"
2076,2076,Capability,"affected computer, the malware searches these directories for configuration",1,the malware searches these directories for configuration files and directories that may be associated with the connection manager clients mRemote and SecureCRT,appears,affect comput malwar search directori configur,malwar search directori configur file directori may associ connect manag client mremot securecrt,"['affect', 'comput', 'malwar', 'search', 'directori', 'configur']","['malwar', 'search', 'directori', 'configur', 'file', 'directori', 'may', 'associ', 'connect', 'manag', 'client', 'mremot', 'securecrt']"
2077,2077,Capability,"is located, the dropper reads the configuration file and",1,the dropper reads the configuration file,not execute,locat dropper read configur file,dropper read configur file,"['locat', 'dropper', 'read', 'configur', 'file']","['dropper', 'read', 'configur', 'file']"
2078,2078,Capability,conditions are satisfied it extracts the information. The password,1,it extracts the information,installed,condit satisfi extract information. password,extract inform,"['condit', 'satisfi', 'extract', 'information.', 'password']","['extract', 'inform']"
2079,2079,Capability,"is located, the dropper extracts information from sessions that",1,"the dropper extracts information from sessions that have Username=root, Protocol=SSH and a saved password",extract,locat dropper extract inform session,dropper extract inform session username=root protocol=ssh save password,"['locat', 'dropper', 'extract', 'inform', 'session']","['dropper', 'extract', 'inform', 'session', 'username=root', 'protocol=ssh', 'save', 'password']"
2080,2080,Capability,The bash script initially checks which UNIX it is,1,The bash script UNIX checks,disguised,bash script initi check unix,bash script unix check,"['bash', 'script', 'initi', 'check', 'unix']","['bash', 'script', 'unix', 'check']"
2081,2081,Capability,"and then attempts to wipe the /kernel, /usr /etc",1,"The bash script wipe the /kernel, /usr /etc and /home directories",install,attempt wipe system-path  system-path  system-path ,bash script wipe system-path  system-path  system-path  system-path  directori,"['attempt', 'wipe', 'system-path', 'system-path', 'system-path']","['bash', 'script', 'wipe', 'system-path', 'system-path', 'system-path', 'system-path', 'directori']"
2082,2082,Capability,"and /home directories, thus rendering the machine inoperative. Wiper",1,The bash script rendering the machine inoperative,install,system-path  directori thu render machin inoperative. wiper,bash script render machin inop,"['system-path', 'directori', 'thu', 'render', 'machin', 'inoperative.', 'wiper']","['bash', 'script', 'render', 'machin', 'inop']"
2083,2083,Capability,"it first attempts to stop the following processes, presumably",1,it stop the following processes,execute,first attempt stop follow process presum,stop follow process,"['first', 'attempt', 'stop', 'follow', 'process', 'presum']","['stop', 'follow', 'process']"
2084,2084,Capability,presumably in order to evade detection: • pasvc.exe –,1,it evade detection,open,presum order evad detection: pasvc.ex,evad detect,"['presum', 'order', 'evad', 'detection:', 'pasvc.ex']","['evad', 'detect']"
2085,2085,Capability,from Hauri It then enumerates all physical drives and,1,It enumerates all physical drives,check,hauri enumer physic drive,enumer physic drive,"['hauri', 'enumer', 'physic', 'drive']","['enumer', 'physic', 'drive']"
2086,2086,Capability,all physical drives and overwrites the first 512 bytes,1,It overwrites with the first 512 bytes the string: princpes,enter,physic drive overwrit first 512 byte,overwrit first 512 byte string: princp,"['physic', 'drive', 'overwrit', 'first', '512', 'byte']","['overwrit', 'first', '512', 'byte', 'string:', 'princp']"
2087,2087,Capability,"the string: princpes, effectively destroying the MBR (master boot",1,It destroying the MBR (master boot record) of the affected drive,beacon,string: princp effect destroy mbr master boot,destroy mbr master boot record affect drive,"['string:', 'princp', 'effect', 'destroy', 'mbr', 'master', 'boot']","['destroy', 'mbr', 'master', 'boot', 'record', 'affect', 'drive']"
2088,2088,Capability,"removable and fixed drives, locates the root directory on",1,It locates the root directory on these drives,perform,remov fix drive locat root directori,locat root directori drive,"['remov', 'fix', 'drive', 'locat', 'root', 'directori']","['locat', 'root', 'directori', 'drive']"
2089,2089,Capability,and then attempts to delete all files and folders,1,It delete all files and folders in this directory,is deleted,attempt delet file folder,delet file folder thi directori,"['attempt', 'delet', 'file', 'folder']","['delet', 'file', 'folder', 'thi', 'directori']"
2090,2090,Capability,"Finally, the affected computer is shut down and rebooted although if the wiping",1,It is shut down and rebooted the affected computer,delete,final affect comput shut reboot although wipe,shut reboot affect comput,"['final', 'affect', 'comput', 'shut', 'reboot', 'although', 'wipe']","['shut', 'reboot', 'affect', 'comput']"
2091,2091,Capability,"June, DarkSeoul DDoS attacks were launched against the South Korean",1,DarkSeoul DDoS attacks were launched against the South Korean government’s DNS server,download,june darkseoul ddo attack launch south korean,darkseoul ddo attack launch south korean govern dn server,"['june', 'darkseoul', 'ddo', 'attack', 'launch', 'south', 'korean']","['darkseoul', 'ddo', 'attack', 'launch', 'south', 'korean', 'govern', 'dn', 'server']"
2092,2092,Capability,"used in these attacks sought out and exfiltrated data, based",1,The malware used in these attacks sought out data,are downloaded,use attack sought exfiltr data base,malwar use attack sought data,"['use', 'attack', 'sought', 'exfiltr', 'data', 'base']","['malwar', 'use', 'attack', 'sought', 'data']"
2093,2093,Capability,was clearly intended to search for and exfiltrate certain,1,the malware search for certain types of data,executed,wa clearli intend search exfiltr certain,malwar search certain type data,"['wa', 'clearli', 'intend', 'search', 'exfiltr', 'certain']","['malwar', 'search', 'certain', 'type', 'data']"
2094,2094,Capability,the March 20 attacks included disruption of service at,1,the March 20 attacks included data deletion,scan,march 20 attack includ disrupt servic,march 20 attack includ data delet,"['march', '20', 'attack', 'includ', 'disrupt', 'servic']","['march', '20', 'attack', 'includ', 'data', 'delet']"
2095,2095,Capability,"March 20, 2013 attacks were wiper malware. The malware",1,"The malware used in the March 20, 2013 attacks were wiper malware",search,march 20  attack wiper malware. malwar,malwar use march 20  attack wiper malwar,"['march', '20', 'attack', 'wiper', 'malware.', 'malwar']","['malwar', 'use', 'march', '20', 'attack', 'wiper', 'malwar']"
2096,2096,Capability,attack was capable of wiping both Linux and Windows,1,The attack wiping both Linux and Windows machines,creates,attack wa capabl wipe linux window,attack wipe linux window machin,"['attack', 'wa', 'capabl', 'wipe', 'linux', 'window']","['attack', 'wipe', 'linux', 'window', 'machin']"
2097,2097,Capability,that these actors consistently used the same 16-digit password,1,these actors used the same 16-digit password for file compression,write,actor consist use 16-digit password,actor use 16-digit password file compress,"['actor', 'consist', 'use', '16-digit', 'password']","['actor', 'use', '16-digit', 'password', 'file', 'compress']"
2098,2098,Capability,that these actors consistently used the same 16-digit password,1,these actors used the same collection keywords and encryption keys,uploads,actor consist use 16-digit password,actor use collect keyword encrypt key,"['actor', 'consist', 'use', '16-digit', 'password']","['actor', 'use', 'collect', 'keyword', 'encrypt', 'key']"
2099,2099,Capability,"entry, and policy servers were then compromised The upload server vector",1,were then compromised policy servers,create,entri polici server compromis upload server vector,compromis polici server,"['entri', 'polici', 'server', 'compromis', 'upload', 'server', 'vector']","['compromis', 'polici', 'server']"
2100,2100,Capability,allowed the wiper to target a large number of,1,the wiper target a large number of systems on with a set time and date full permissions on all of the targeted systems,communicates,allow wiper target larg number,wiper target larg number system set time date full permiss target system,"['allow', 'wiper', 'target', 'larg', 'number']","['wiper', 'target', 'larg', 'number', 'system', 'set', 'time', 'date', 'full', 'permiss', 'target', 'system']"
2101,2101,Capability,"CrowdStrike, the wiper malware was dropped on the systems as",1,AgentBase.exe was dropped the wiper malware on as the systems,perform,crowdstrik wiper malwar wa drop system,agentbase.ex wa drop wiper malwar system,"['crowdstrik', 'wiper', 'malwar', 'wa', 'drop', 'system']","['agentbase.ex', 'wa', 'drop', 'wiper', 'malwar', 'system']"
2102,2102,Capability,compromised websites. This RAT is detected by Symantec as Backdoor.Prioxer.,1,Symantec Backdoor.Prioxer This RAT is detected as,were originally used,compromis websites. thi rat detect symantec  pri-file,symantec  pri-file thi rat detect,"['compromis', 'websites.', 'thi', 'rat', 'detect', 'symantec', 'pri-file']","['symantec', 'pri-file', 'thi', 'rat', 'detect']"
2103,2103,Capability,drive. It continues to look for removable and fixed,1,It look for removable and fixed drives,loaded,drive. continu look remov fix,look remov fix drive,"['drive.', 'continu', 'look', 'remov', 'fix']","['look', 'remov', 'fix', 'drive']"
2104,2104,Capability,of the shellcode which is executed by triggering the vulnerability,1,is executed the shellcode by triggering the vulnerability,configures,shellcod execut trigger vulner,execut shellcod trigger vulner,"['shellcod', 'execut', 'trigger', 'vulner']","['execut', 'shellcod', 'trigger', 'vulner']"
2105,2105,Capability,"exported by kernel32.dll, it decrypts and drops the payload in the",1,it decrypts and drops the payload in the %TEMP% directory in a file named a.l,collects,export kernel32.dl decrypt drop payload,decrypt drop payload %temp% directori file name a.l some-variable,"['export', 'kernel32.dl', 'decrypt', 'drop', 'payload']","['decrypt', 'drop', 'payload', '%temp%', 'directori', 'file', 'name', 'a.l', 'some-variable']"
2106,2106,Capability,function in order to detect hooks and debugger breakpoints,1,it detect hooks and debugger breakpoints which may be set by security software and monitoring tools,sending,function order detect hook debugg breakpoint,detect hook debugg breakpoint may set secur softwar monitor tool,"['function', 'order', 'detect', 'hook', 'debugg', 'breakpoint']","['detect', 'hook', 'debugg', 'breakpoint', 'may', 'set', 'secur', 'softwar', 'monitor', 'tool']"
2107,2107,Capability,first time and it proceeds with its installation onto,1,it proceeds with its installation onto the system,encodes,first time proce instal onto,proce instal onto system,"['first', 'time', 'proce', 'instal', 'onto']","['proce', 'instal', 'onto', 'system']"
2108,2108,Capability,onto the system. MiniDuke gathers information about the system,1,MiniDuke gathers information about the system,encrypts,onto system. miniduk gather inform system,miniduk gather inform system,"['onto', 'system.', 'miniduk', 'gather', 'inform', 'system']","['miniduk', 'gather', 'inform', 'system']"
2109,2109,Capability,about the system and encrypts its configuration based on,1,MiniDuke encrypts its configuration based on that information,extract,system encrypt configur base,miniduk encrypt configur base inform,"['system', 'encrypt', 'configur', 'base']","['miniduk', 'encrypt', 'configur', 'base', 'inform']"
2110,2110,Capability,is that it is impossible to retrieve the configuration of an,1,impossible to retrieve the configuration of an encrypted payload if analyzing it on a different computer,Implements,imposs retriev configur,imposs retriev configur encrypt payload analyz differ comput,"['imposs', 'retriev', 'configur']","['imposs', 'retriev', 'configur', 'encrypt', 'payload', 'analyz', 'differ', 'comput']"
2111,2111,Capability,version of the malware is created it is written into,1,is created the encrypted version of the malware,logs,version malwar creat written,creat encrypt version malwar,"['version', 'malwar', 'creat', 'written']","['creat', 'encrypt', 'version', 'malwar']"
2112,2112,Capability,the following list: To persist on the infected system,1,the malware persist on after the infected system reboots,being recorded,follow list: persist infect system,malwar persist infect system reboot,"['follow', 'list:', 'persist', 'infect', 'system']","['malwar', 'persist', 'infect', 'system', 'reboot']"
2113,2113,Capability,the malware starts with gathering the same system information,1,the malware gathering the same system information as described in the Installation section to decrypt configuration information,sent,malwar start gather system inform,malwar gather system inform describ instal section decrypt configur inform,"['malwar', 'start', 'gather', 'system', 'inform']","['malwar', 'gather', 'system', 'inform', 'describ', 'instal', 'section', 'decrypt', 'configur', 'inform']"
2114,2114,Capability,"the next step, MiniDuke gathers the following information from",1,MiniDuke gathers the following information from the infected systems,send,next step miniduk gather follow inform,miniduk gather follow inform infect system,"['next', 'step', 'miniduk', 'gather', 'follow', 'inform']","['miniduk', 'gather', 'follow', 'inform', 'infect', 'system']"
2115,2115,Capability,given below: The payload is downloaded in the file named,1,The payload is downloaded in using the file named fdbywu the urlmon!URLDownloadToFileA API,is,given below: payload download file name,payload download use file name fdbywu api,"['given', 'below:', 'payload', 'download', 'file', 'name']","['payload', 'download', 'use', 'file', 'name', 'fdbywu', 'api']"
2116,2116,Capability,has the effect of starting the bot every time,1,starting the bot every time the user opens a disk drive,compromise,ha effect start bot everi time,start bot everi time user open disk drive,"['ha', 'effect', 'start', 'bot', 'everi', 'time']","['start', 'bot', 'everi', 'time', 'user', 'open', 'disk', 'drive']"
2117,2117,Capability,used by MiniDuke to install TwitterJS module onto the,1,MiniDuke TwitterJS module install onto the system,use,use miniduk instal twitterj modul onto,miniduk twitterj modul instal onto system,"['use', 'miniduk', 'instal', 'twitterj', 'modul', 'onto']","['miniduk', 'twitterj', 'modul', 'instal', 'onto', 'system']"
2118,2118,Capability,is probably done to thwart security systems that scan,1,This thwart security systems that scan at the entry points of the JScript engine,use,probabl done thwart secur system scan,thi thwart secur system scan entri point jscript engin,"['probabl', 'done', 'thwart', 'secur', 'system', 'scan']","['thi', 'thwart', 'secur', 'system', 'scan', 'entri', 'point', 'jscript', 'engin']"
2119,2119,Capability,"to executing it, MiniDuke applies a light encoding to",1,MiniDuke applies a light encoding to the script,use,execut miniduk appli light encod,miniduk appli light encod script,"['execut', 'miniduk', 'appli', 'light', 'encod']","['miniduk', 'appli', 'light', 'encod', 'script']"
2120,2120,Capability,all payloads aim to steal confidential information from the,1,all payloads steal confidential information from the compromised computer,is leveraged,payload aim steal confidenti inform,payload steal confidenti inform compromis comput,"['payload', 'aim', 'steal', 'confidenti', 'inform']","['payload', 'steal', 'confidenti', 'inform', 'compromis', 'comput']"
2121,2121,Capability,"from the exploit may include Backdoor.Emdivi, Backdoor.Korplug, and Backdoor.ZXshell;",1,"Payloads from the exploit Backdoor.Emdivi, Backdoor.Korplug, and Backdoor.ZXshell include",been using,exploit may includ  emd-file  kor-file  zxs-file,payload exploit  emd-file  kor-file  zxs-file includ,"['exploit', 'may', 'includ', 'emd-file', 'kor-file', 'zxs-file']","['payload', 'exploit', 'emd-file', 'kor-file', 'zxs-file', 'includ']"
2122,2122,Capability,"campaign, variants of Backdoor.Emdivi are persistently used as a payload. All",1,are persistently used variants of Backdoor.Emdivi as a payload,be performed,campaign variant  emd-file persist use payload.,persist use variant  emd-file payload,"['campaign', 'variant', 'emd-file', 'persist', 'use', 'payload.']","['persist', 'use', 'variant', 'emd-file', 'payload']"
2123,2123,Capability,primary goal is to steal confidential information from targeted,1,This group steal confidential information from targeted organizations,is performed,primari goal steal confidenti inform target,thi group steal confidenti inform target organ,"['primari', 'goal', 'steal', 'confidenti', 'inform', 'target']","['thi', 'group', 'steal', 'confidenti', 'inform', 'target', 'organ']"
2124,2124,Capability,"executable The malicious payload is Backdoor.Emdivi, a threat that",1,The malicious payload Backdoor.Emdivi is,utilized,execut malici payload  emd-file threat,malici payload  emd-file,"['execut', 'malici', 'payload', 'emd-file', 'threat']","['malici', 'payload', 'emd-file']"
2125,2125,Capability,allows the remote attacker executing the commands to send,1,the remote attacker executing the commands,had,allow remot attack execut command send,remot attack execut command,"['allow', 'remot', 'attack', 'execut', 'command', 'send']","['remot', 'attack', 'execut', 'command']"
2126,2126,Capability,programing language. Type T employs techniques to protect itself,1,Type T employs techniques to protect itself from security vendors or network administrators,was presumably obtained,program language. type employ techniqu protect,type employ techniqu protect secur vendor network administr,"['program', 'language.', 'type', 'employ', 'techniqu', 'protect']","['type', 'employ', 'techniqu', 'protect', 'secur', 'vendor', 'network', 'administr']"
2127,2127,Capability,"and its protection mechanisms, are encrypted Type T also detects",1,"Important parts of Type T, such as the C&C server address it contacts and its protection mechanisms are encrypted",repurposed,protect mechan encrypt type also detect,import part type c&c server address contact protect mechan encrypt,"['protect', 'mechan', 'encrypt', 'type', 'also', 'detect']","['import', 'part', 'type', 'c&c', 'server', 'address', 'contact', 'protect', 'mechan', 'encrypt']"
2128,2128,Capability,encrypted. Type T also detects the presence of automatic,1,Type T detects the presence of automatic analysis systems,have,encrypted. type also detect presenc automat,type detect presenc automat analysi system,"['encrypted.', 'type', 'also', 'detect', 'presenc', 'automat']","['type', 'detect', 'presenc', 'automat', 'analysi', 'system']"
2129,2129,Capability,encrypted. Type T also detects the presence of automatic,1,Type T detects debuggers,have,encrypted. type also detect presenc automat,type detect debugg,"['encrypted.', 'type', 'also', 'detect', 'presenc', 'automat']","['type', 'detect', 'debugg']"
2130,2130,Capability,"then, based on this, generates a hash, which it",1,The malware generates a hash,writes,base thi gener hash,malwar gener hash,"['base', 'thi', 'gener', 'hash']","['malwar', 'gener', 'hash']"
2131,2131,Capability,"a hash, which it uses as an encryption key.",1,it uses a hash as an encryption key,is stored,hash use encrypt key.,use hash encrypt key,"['hash', 'use', 'encrypt', 'key.']","['use', 'hash', 'encrypt', 'key']"
2132,2132,Capability,"successfully exploited, the file installed Backdoor.Emdivi. As CVE- 2012-5054",1,the file Backdoor.Emdivi installed,drops,success exploit file instal  emd-file cve- 2012-5054,file  emd-file instal,"['success', 'exploit', 'file', 'instal', 'emd-file', 'cve-', '2012-5054']","['file', 'emd-file', 'instal']"
2133,2133,Capability,that is used to install a back door. No,1,an Adobe Flash zero-day exploit install a back door,is executed,use instal back door.,adob flash zero-day exploit instal back door,"['use', 'instal', 'back', 'door.']","['adob', 'flash', 'zero-day', 'exploit', 'instal', 'back', 'door']"
2134,2134,Capability,and thought to be harvested by the attacker. The,1,"the attacker Among other items, staff training documents and more than 40,000 emails harvested",randomized,thought harvest attacker.,attack among item staff train document 40000 email harvest,"['thought', 'harvest', 'attacker.']","['attack', 'among', 'item', 'staff', 'train', 'document', '40000', 'email', 'harvest']"
2135,2135,Capability,has shown it to be a variant of a,1,it be a variant of a Trojan,drops,ha shown variant,variant trojan,"['ha', 'shown', 'variant']","['variant', 'trojan']"
2136,2136,Capability,China (PRC) hackers to mean ‘anti Antivirus detection’ or,1,a phrase commonly used by People’s Republic of China (PRC) hackers mean ‘anti Antivirus detection’ or ‘Antivirus avoidance’,be encrypted,china prc hacker mean ‘anti antiviru detect,phrase commonli use peopl republ china prc hacker mean ‘anti antiviru detect ‘antiviru avoid,"['china', 'prc', 'hacker', 'mean', '‘anti', 'antiviru', 'detect']","['phrase', 'commonli', 'use', 'peopl', 'republ', 'china', 'prc', 'hacker', 'mean', '‘anti', 'antiviru', 'detect', '‘antiviru', 'avoid']"
2137,2137,Capability,likely shorthand for 免杀查) similarly means ‘Antivirus avoidance’. The installer,1,"Miǎnchá (免查, likely shorthand for 免杀查) similarly means ‘Antivirus avoidance’",be installed,like shorthand 免杀查 similarli mean ‘antiviru avoidance. instal,miǎnchá 免查 like shorthand 免杀查 similarli mean ‘antiviru avoid,"['like', 'shorthand', '免杀查', 'similarli', 'mean', '‘antiviru', 'avoidance.', 'instal']","['miǎnchá', '免查', 'like', 'shorthand', '免杀查', 'similarli', 'mean', '‘antiviru', 'avoid']"
2138,2138,Capability,‘Antivirus avoidance’. The installer is responsible for the malware,1,The installer is responsible for the malware persistence mechanism,sets,‘antiviru avoidance. instal respons malwar,instal respons malwar persist mechan,"['‘antiviru', 'avoidance.', 'instal', 'respons', 'malwar']","['instal', 'respons', 'malwar', 'persist', 'mechan']"
2139,2139,Capability,The installer will also determine the system architecture (32-,1,The installer determine the system architecture (32- or 64-bit),execute,instal also determin system architectur 32-,instal determin system architectur 32- 64-bit,"['instal', 'also', 'determin', 'system', 'architectur', '32-']","['instal', 'determin', 'system', 'architectur', '32-', '64-bit']"
