,Unnamed: 0,label,text-rel,label_num,tokens,text-neigh,token,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
1447,1447,NoActionName,APT28 used a lure (Figure 3) about hostilities surrounding a Malaysia Airlines flight downed in Ukraine in a probable attempt to compromise the Polish government,0,infects,in August 2014 APT28 used a lure (Figure 3),infects,apt28 use lure figur hostil surround malaysia airlin flight ukrain probabl attempt compromis polish govern,august  apt28 use lure figur,"['apt28', 'use', 'lure', 'figur', 'hostil', 'surround', 'malaysia', 'airlin', 'flight', 'ukrain', 'probabl', 'attempt', 'compromis', 'polish', 'govern']","['august', 'apt28', 'use', 'lure', 'figur']"
1448,1448,NoActionName,A SOURFACE sample employed in the same Malaysia Airlines lure,0,using,government. A SOURFACE sample employed in the same Malaysia,using,sourfac sampl employ malaysia airlin lure,government. sourfac sampl employ malaysia,"['sourfac', 'sampl', 'employ', 'malaysia', 'airlin', 'lure']","['government.', 'sourfac', 'sampl', 'employ', 'malaysia']"
1449,1449,NoActionName,APT28 registered domains similar to those of legitimate Eastern European news sites and governments,0,plan,government organizations. APT28 has registered domains similar to those,plan,apt28 regist domain similar legitim eastern european news site govern,govern organizations. apt28 ha regist domain similar,"['apt28', 'regist', 'domain', 'similar', 'legitim', 'eastern', 'european', 'news', 'site', 'govern']","['govern', 'organizations.', 'apt28', 'ha', 'regist', 'domain', 'similar']"
1450,1450,NoActionName,APT28 used one domain for command and control sessions (baltichost.org) that was themed after the Baltic Host exercises,0,resumed,"directly. In addition, APT28 used one domain for command",resumed,apt28 use one domain command control session  org-file wa theme baltic host exercis,directly. addit apt28 use one domain command,"['apt28', 'use', 'one', 'domain', 'command', 'control', 'session', 'org-file', 'wa', 'theme', 'baltic', 'host', 'exercis']","['directly.', 'addit', 'apt28', 'use', 'one', 'domain', 'command']"
1451,1451,NoActionName,Several of the domains APT28 registered NATO domain names imitated,0,posing,"the domains APT28 registered imitated NATO domain names, including",posing,sever domain apt28 regist nato domain name imit,domain apt28 regist imit nato domain name includ,"['sever', 'domain', 'apt28', 'regist', 'nato', 'domain', 'name', 'imit']","['domain', 'apt28', 'regist', 'imit', 'nato', 'domain', 'name', 'includ']"
1452,1452,NoActionName,an APT28 lure containing a decoy document with a list of British officers and U.S. and Canadian military attachés in London,0,swap,identified an APT28 lure containing a decoy document with,swap,apt28 lure contain decoy document list british offic u.s. canadian militari attaché london,identifi apt28 lure contain decoy document,"['apt28', 'lure', 'contain', 'decoy', 'document', 'list', 'british', 'offic', 'u.s.', 'canadian', 'militari', 'attaché', 'london']","['identifi', 'apt28', 'lure', 'contain', 'decoy', 'document']"
1453,1453,NoActionName,"APT28 used a lure that contained an apparent non-public listing of contact information for defense attachés in the Ankara Military Attaché Corps (AMAC),",0,gains,"in 2012 Finally, APT28 used a lure that contained",gains,apt28 use lure contain appar non-publ list contact inform defens attaché ankara militari attaché corp amac, final apt28 use lure contain,"['apt28', 'use', 'lure', 'contain', 'appar', 'non-publ', 'list', 'contact', 'inform', 'defens', 'attaché', 'ankara', 'militari', 'attaché', 'corp', 'amac']","['final', 'apt28', 'use', 'lure', 'contain']"
1454,1454,NoActionName,Some of the APT28- registered domains imitated hose of defense events held in Europe,0,is used,the APT28- registered domains imitated those of defense events,is used,apt28- regist domain imit hose defens event held europ,apt28- regist domain imit defens event,"['apt28-', 'regist', 'domain', 'imit', 'hose', 'defens', 'event', 'held', 'europ']","['apt28-', 'regist', 'domain', 'imit', 'defens', 'event']"
1455,1455,NoActionName,APT28 registered a domain (smigroup- online.co.uk) that appeared to mimic that for the SMi Group,0,is first analyzed,"In September 2014, APT28 registered a domain (smigroup- online.co.uk)",is first analyzed,apt28 regist domain smigroup- online.co.uk appear mimic smi group,septemb  apt28 regist domain smigroup- online.co.uk,"['apt28', 'regist', 'domain', 'smigroup-', 'online.co.uk', 'appear', 'mimic', 'smi', 'group']","['septemb', 'apt28', 'regist', 'domain', 'smigroup-', 'online.co.uk']"
1456,1456,NoActionName,Some of APT28’s more commonly used tools are the SOURFACE downloader,0,install,"more commonly used tools are the SOURFACE downloader, its",install,apt28 commonli use tool sourfac download,commonli use tool sourfac download,"['apt28', 'commonli', 'use', 'tool', 'sourfac', 'download']","['commonli', 'use', 'tool', 'sourfac', 'download']"
1457,1457,NoActionName,Some of APT28’s more commonly used tools are a modular family of implants that we call CHOPSTICK,0,dump,"more commonly used tools are the SOURFACE downloader, its",dump,apt28 commonli use tool modular famili implant call chopstick,commonli use tool sourfac download,"['apt28', 'commonli', 'use', 'tool', 'modular', 'famili', 'implant', 'call', 'chopstick']","['commonli', 'use', 'tool', 'sourfac', 'download']"
1458,1458,NoActionName,Some of APT28’s more commonly used tools are its second stage backdoor EVILTOSS,0,search,"more commonly used tools are the SOURFACE downloader, its",search,apt28 commonli use tool second stage backdoor eviltoss,commonli use tool sourfac download,"['apt28', 'commonli', 'use', 'tool', 'second', 'stage', 'backdoor', 'eviltoss']","['commonli', 'use', 'tool', 'sourfac', 'download']"
1459,1459,NoActionName,the name SOURFACE refer to a specific downloader,0,sniff,name SOURFACE to precisely refer to a specific downloader.,sniff,name sourfac refer specif download,name sourfac precis refer specif downloader.,"['name', 'sourfac', 'refer', 'specif', 'download']","['name', 'sourfac', 'precis', 'refer', 'specif', 'downloader.']"
1460,1460,NoActionName,This downloader obtains a second-stage backdoor from a C2 server,0,are used,specific downloader. This downloader obtains a second-stage backdoor from,are used,thi download obtain second-stag backdoor c2 server,specif downloader. thi download obtain second-stag backdoor,"['thi', 'download', 'obtain', 'second-stag', 'backdoor', 'c2', 'server']","['specif', 'downloader.', 'thi', 'download', 'obtain', 'second-stag', 'backdoor']"
1461,1461,NoActionName,This backdoor been delivered through the SOURFACE downloader,0,learn,EVILTOSS: This backdoor has been delivered through the SOURFACE downloader,learn,thi backdoor deliv sourfac download,eviltoss: thi backdoor ha deliv sourfac download,"['thi', 'backdoor', 'deliv', 'sourfac', 'download']","['eviltoss:', 'thi', 'backdoor', 'ha', 'deliv', 'sourfac', 'download']"
1462,1462,NoActionName,This backdoor gain system access for monitoring,0,use,"the SOURFACE downloader to gain system access for reconnaissance,",use,thi backdoor gain system access monitor,sourfac download gain system access reconnaiss,"['thi', 'backdoor', 'gain', 'system', 'access', 'monitor']","['sourfac', 'download', 'gain', 'system', 'access', 'reconnaiss']"
1463,1463,NoActionName,This backdoor gain for system access reconnaissance,0,infect,"the SOURFACE downloader to gain system access for reconnaissance,",infect,thi backdoor gain system access reconnaiss,sourfac download gain system access reconnaiss,"['thi', 'backdoor', 'gain', 'system', 'access', 'reconnaiss']","['sourfac', 'download', 'gain', 'system', 'access', 'reconnaiss']"
1464,1464,NoActionName,This backdoor gain system access for credential theft,0,hijacking,"the SOURFACE downloader to gain system access for reconnaissance,",hijacking,thi backdoor gain system access credenti theft,sourfac download gain system access reconnaiss,"['thi', 'backdoor', 'gain', 'system', 'access', 'credenti', 'theft']","['sourfac', 'download', 'gain', 'system', 'access', 'reconnaiss']"
1465,1465,NoActionName,This backdoor gain system access for shellcode execution,0,autonomously infect,"the SOURFACE downloader to gain system access for reconnaissance,",autonomously infect,thi backdoor gain system access shellcod execut,sourfac download gain system access reconnaiss,"['thi', 'backdoor', 'gain', 'system', 'access', 'shellcod', 'execut']","['sourfac', 'download', 'gain', 'system', 'access', 'reconnaiss']"
1466,1466,NoActionName,them use local network resources such as email servers,0,introduced,"environments, configuring them to use local network resources such",introduced,use local network resourc email server,environ configur use local network resourc,"['use', 'local', 'network', 'resourc', 'email', 'server']","['environ', 'configur', 'use', 'local', 'network', 'resourc']"
1467,1467,NoActionName,APT28 obfuscate their code,0,jumping,APT28 has attempted to obfuscate their code and implement,jumping,apt28 obfusc code,apt28 ha attempt obfusc code implement,"['apt28', 'obfusc', 'code']","['apt28', 'ha', 'attempt', 'obfusc', 'code', 'implement']"
1468,1468,NoActionName,APT28 implement counter-analysis techniques,0,know,obfuscate their code and implement counter-analysis techniques: • One,know,apt28 implement counter-analysi techniqu,obfusc code implement counter-analysi techniques: one,"['apt28', 'implement', 'counter-analysi', 'techniqu']","['obfusc', 'code', 'implement', 'counter-analysi', 'techniques:', 'one']"
1469,1469,NoActionName,One of the latest samples of CORESHELL includes counter-reverse engineering tactics via unused machine instructions,0,identified,latest samples of CORESHELL includes counter-reverse engineering tactics via,identified,one latest sampl coreshel includ counter-revers engin tactic via unus machin instruct,latest sampl coreshel includ counter-revers engin tactic via,"['one', 'latest', 'sampl', 'coreshel', 'includ', 'counter-revers', 'engin', 'tactic', 'via', 'unus', 'machin', 'instruct']","['latest', 'sampl', 'coreshel', 'includ', 'counter-revers', 'engin', 'tactic', 'via']"
1470,1470,NoActionName,This hinder static analysis of CORESHELL behavior by creating a large amount of unnecessary noise in the disassembly,0,is gathered,machine instructions. This would hinder static analysis of CORESHELL,is gathered,thi hinder static analysi coreshel behavior creat larg amount unnecessari nois disassembl,machin instructions. thi would hinder static analysi coreshel,"['thi', 'hinder', 'static', 'analysi', 'coreshel', 'behavior', 'creat', 'larg', 'amount', 'unnecessari', 'nois', 'disassembl']","['machin', 'instructions.', 'thi', 'would', 'hinder', 'static', 'analysi', 'coreshel']"
1471,1471,NoActionName,A number of CORESHELL droppers conduct runtime checks,0,sent back,"of CORESHELL droppers also conduct runtime checks, attempting to",sent back,number coreshel dropper conduct runtim check,coreshel dropper also conduct runtim check attempt,"['number', 'coreshel', 'dropper', 'conduct', 'runtim', 'check']","['coreshel', 'dropper', 'also', 'conduct', 'runtim', 'check', 'attempt']"
1472,1472,NoActionName,A number of CORESHELL droppers determine if they are executing in an analysis environment,0,compress,"runtime checks, attempting to determine if they are executing",compress,number coreshel dropper determin execut analysi environ,runtim check attempt determin execut,"['number', 'coreshel', 'dropper', 'determin', 'execut', 'analysi', 'environ']","['runtim', 'check', 'attempt', 'determin', 'execut']"
1473,1473,NoActionName,"Many samples across the SOURFACE/ CORESHELL, CHOPSTICK, and EVILTOSS malware families obfuscate strings that are decoded at runtime",0,upload,Cyber Espionage malware families obfuscate strings that are decoded,upload,mani sampl across system-path  coreshel chopstick eviltoss malwar famili obfusc string decod runtim,cyber espionag malwar famili obfusc string decod,"['mani', 'sampl', 'across', 'system-path', 'coreshel', 'chopstick', 'eviltoss', 'malwar', 'famili', 'obfusc', 'string', 'decod', 'runtim']","['cyber', 'espionag', 'malwar', 'famili', 'obfusc', 'string', 'decod']"
1474,1474,NoActionName,Two of the malware families (SOURFACE/CORESHELL and EVILTOSS) use the same decryption sequence and similar algorithms for string encoding and decoding,0,upload,families (SOURFACE/CORESHELL and EVILTOSS) use the same decryption sequence,upload,two malwar famili system-path  eviltoss use decrypt sequenc similar algorithm string encod decod,famili system-path  eviltoss use decrypt sequenc,"['two', 'malwar', 'famili', 'system-path', 'eviltoss', 'use', 'decrypt', 'sequenc', 'similar', 'algorithm', 'string', 'encod', 'decod']","['famili', 'system-path', 'eviltoss', 'use', 'decrypt', 'sequenc']"
1475,1475,NoActionName,These families encode their strings at using compile time a custom stream cipher,0,obfuscate,and decoding. These families encode their strings at compile,obfuscate,famili encod string use compil time custom stream cipher,decoding. famili encod string compil,"['famili', 'encod', 'string', 'use', 'compil', 'time', 'custom', 'stream', 'cipher']","['decoding.', 'famili', 'encod', 'string', 'compil']"
1476,1476,NoActionName,APT28 RSA encryption employed to protect files and stolen information moved from the victim’s network to the controller,0,send,operations. • APT28 has employed RSA encryption to protect,send,apt28 rsa encrypt employ protect file stolen inform move victim network control,operations. apt28 ha employ rsa encrypt protect,"['apt28', 'rsa', 'encrypt', 'employ', 'protect', 'file', 'stolen', 'inform', 'move', 'victim', 'network', 'control']","['operations.', 'apt28', 'ha', 'employ', 'rsa', 'encrypt', 'protect']"
1477,1477,NoActionName,SOURFACE retrieve a second stage payload from a C2 server,0,use,primary job is to retrieve a second stage payload,use,sourfac retriev second stage payload c2 server,primari job retriev second stage payload,"['sourfac', 'retriev', 'second', 'stage', 'payload', 'c2', 'server']","['primari', 'job', 'retriev', 'second', 'stage', 'payload']"
1478,1478,NoActionName,one drops and installs the other,0,send,are related because one drops and installs the other. The ecosystem,send,one drop instal,relat becaus one drop instal other. ecosystem,"['one', 'drop', 'instal']","['relat', 'becaus', 'one', 'drop', 'instal', 'other.', 'ecosystem']"
1479,1479,NoActionName,a dropper SOURFACE installs,0,bypass,"of a dropper, which installs SOURFACE. The SOURFACE downloader",bypass,dropper sourfac instal,dropper instal sourface. sourfac download,"['dropper', 'sourfac', 'instal']","['dropper', 'instal', 'sourface.', 'sourfac', 'download']"
1480,1480,NoActionName,The SOURFACE downloader receives another dropper from its C2 server,0,receive,The SOURFACE downloader then receives another dropper from its,receive,sourfac download receiv anoth dropper c2 server,sourfac download receiv anoth dropper,"['sourfac', 'download', 'receiv', 'anoth', 'dropper', 'c2', 'server']","['sourfac', 'download', 'receiv', 'anoth', 'dropper']"
1481,1481,NoActionName,this second dropper installs a second stage backdoor,0,act,"and this second dropper installs a second stage backdoor,",act,thi second dropper instal second stage backdoor,thi second dropper instal second stage backdoor,"['thi', 'second', 'dropper', 'instal', 'second', 'stage', 'backdoor']","['thi', 'second', 'dropper', 'instal', 'second', 'stage', 'backdoor']"
1482,1482,NoActionName,it provide access to the file system and registry,0,forwarding,including the ability to provide access to the file,forwarding,provid access file system registri,includ abil provid access file,"['provid', 'access', 'file', 'system', 'registri']","['includ', 'abil', 'provid', 'access', 'file']"
1483,1483,NoActionName,it log keystrokes,0,deletes,"network resources, create processes, log keystrokes, access stored credentials,",deletes,log keystrok,network resourc creat process log keystrok access store credenti,"['log', 'keystrok']","['network', 'resourc', 'creat', 'process', 'log', 'keystrok', 'access', 'store', 'credenti']"
1484,1484,NoActionName,it access stored credentials,0,deletes,"create processes, log keystrokes, access stored credentials, and execute",deletes,access store credenti,creat process log keystrok access store credenti execut,"['access', 'store', 'credenti']","['creat', 'process', 'log', 'keystrok', 'access', 'store', 'credenti', 'execut']"
1485,1485,NoActionName,it execute shellcode,0,rendering,"access stored credentials, and execute shellcode. The backdoor encrypts",rendering,execut shellcod,access store credenti execut shellcode. backdoor encrypt,"['execut', 'shellcod']","['access', 'store', 'credenti', 'execut', 'shellcode.', 'backdoor', 'encrypt']"
1486,1486,NoActionName,The backdoor encrypts data with an RSA public key,0,sustain,execute shellcode. The backdoor encrypts data that it uploads,sustain,backdoor encrypt data rsa public key,execut shellcode. backdoor encrypt data upload,"['backdoor', 'encrypt', 'data', 'rsa', 'public', 'key']","['execut', 'shellcode.', 'backdoor', 'encrypt', 'data', 'upload']"
1487,1487,NoActionName,The backdoor attaches this file to a preformatted email,0,remaining,detaluri. dat. The backdoor attaches this file to a,remaining,backdoor attach thi file preformat email,detaluri. dat. backdoor attach thi file,"['backdoor', 'attach', 'thi', 'file', 'preformat', 'email']","['detaluri.', 'dat.', 'backdoor', 'attach', 'thi', 'file']"
1488,1488,NoActionName,The backdoor was installed alongside the NATO-themed decoy document depicted in Figure 8,0,conceal,of EVILTOSS. The backdoor was installed alongside the NATO-themed decoy,conceal,backdoor wa instal alongsid nato-them decoy document depict figur,eviltoss. backdoor wa instal alongsid nato-them decoy,"['backdoor', 'wa', 'instal', 'alongsid', 'nato-them', 'decoy', 'document', 'depict', 'figur']","['eviltoss.', 'backdoor', 'wa', 'instal', 'alongsid', 'nato-them', 'decoy']"
1489,1489,NoActionName,APT28 uses a backdoor developed using a modular framework,0,is,we discovered that APT28 uses a backdoor developed using,is,apt28 use backdoor develop use modular framework,discov apt28 use backdoor develop use,"['apt28', 'use', 'backdoor', 'develop', 'use', 'modular', 'framework']","['discov', 'apt28', 'use', 'backdoor', 'develop', 'use']"
1490,1490,NoActionName,Communications with a C2 server HTTP using,0,implicated,with a C2 server using HTTP. These protocols are,implicated,commun c2 server http use,c2 server use http. protocol,"['commun', 'c2', 'server', 'http', 'use']","['c2', 'server', 'use', 'http.', 'protocol']"
1491,1491,NoActionName,One CHOPSTICK v1 variant collecting keystroke logs,0,makes,"modules and functions for collecting keystroke logs, Microsoft Office",makes,one chopstick v1 variant collect keystrok log,modul function collect keystrok log microsoft offic,"['one', 'chopstick', 'v1', 'variant', 'collect', 'keystrok', 'log']","['modul', 'function', 'collect', 'keystrok', 'log', 'microsoft', 'offic']"
1492,1492,NoActionName,One CHOPSTICK v1 variant Microsoft Office documents collecting,0,seek,"modules and functions for collecting keystroke logs, Microsoft Office",seek,one chopstick v1 variant microsoft offic document collect,modul function collect keystrok log microsoft offic,"['one', 'chopstick', 'v1', 'variant', 'microsoft', 'offic', 'document', 'collect']","['modul', 'function', 'collect', 'keystrok', 'log', 'microsoft', 'offic']"
1493,1493,NoActionName,One CHOPSTICK v1 variant PGP files collecting,0,is used,"modules and functions for collecting keystroke logs, Microsoft Office",is used,one chopstick v1 variant pgp file collect,modul function collect keystrok log microsoft offic,"['one', 'chopstick', 'v1', 'variant', 'pgp', 'file', 'collect']","['modul', 'function', 'collect', 'keystrok', 'log', 'microsoft', 'offic']"
1494,1494,NoActionName,"One variant of CHOPSTICK routing messages between local directories, the registry and USB drives",0,monitoring,"closed network capabilities by routing messages between local directories,",monitoring,one variant chopstick rout messag local directori registri usb drive,close network capabl rout messag local directori,"['one', 'variant', 'chopstick', 'rout', 'messag', 'local', 'directori', 'registri', 'usb', 'drive']","['close', 'network', 'capabl', 'rout', 'messag', 'local', 'directori']"
1495,1495,NoActionName,They send spear phishing emails from a specific IP address or email address,0,monitoring,forensic details. They may send spear phishing emails from,monitoring,send spear phish email specif ip address email address,forens details. may send spear phish email,"['send', 'spear', 'phish', 'email', 'specif', 'ip', 'address', 'email', 'address']","['forens', 'details.', 'may', 'send', 'spear', 'phish', 'email']"
1496,1496,NoActionName,They gain access to their targets,0,stealing,They work together to gain access to their targets,stealing,gain access target,work togeth gain access target,"['gain', 'access', 'target']","['work', 'togeth', 'gain', 'access', 'target']"
1497,1497,NoActionName,They steal data,0,installing,to their targets and steal data. The art of,installing,steal data,target steal data. art,"['steal', 'data']","['target', 'steal', 'data.', 'art']"
1498,1498,NoActionName,SOURFACE obtains a second stage backdoor from a C2 server,0,include,is a downloader that obtains a second stage backdoor,include,sourfac obtain second stage backdoor c2 server,download obtain second stage backdoor,"['sourfac', 'obtain', 'second', 'stage', 'backdoor', 'c2', 'server']","['download', 'obtain', 'second', 'stage', 'backdoor']"
1499,1499,NoActionName,CORESHELL uses two threads to communicate with its C2 server,0,capturing,these newer versions. CORESHELL uses two threads to communicate,capturing,coreshel use two thread commun c2 server,newer versions. coreshel use two thread commun,"['coreshel', 'use', 'two', 'thread', 'commun', 'c2', 'server']","['newer', 'versions.', 'coreshel', 'use', 'two', 'thread', 'commun']"
1500,1500,NoActionName,HTTP POST requests contain encrypted and Base64 encoded data,0,taking,POST requests whose bodies contain encrypted and Base64 encoded,taking,http post request contain encrypt base64 encod data,post request whose bodi contain encrypt base64 encod,"['http', 'post', 'request', 'contain', 'encrypt', 'base64', 'encod', 'data']","['post', 'request', 'whose', 'bodi', 'contain', 'encrypt', 'base64', 'encod']"
1501,1501,NoActionName,Commands from the controller to the CORESHELL implant are encrypted using another stream cipher but this time using an eight-byte key,0,steal,to the CORESHELL implant are encrypted using another stream cipher,steal,command control coreshel implant encrypt use anoth stream cipher thi time use eight-byt key,coreshel implant encrypt use anoth stream cipher,"['command', 'control', 'coreshel', 'implant', 'encrypt', 'use', 'anoth', 'stream', 'cipher', 'thi', 'time', 'use', 'eight-byt', 'key']","['coreshel', 'implant', 'encrypt', 'use', 'anoth', 'stream', 'cipher']"
1502,1502,NoActionName,CHOPSTICK is a backdoor,0,monitor,Cyber Espionage D: CHOPSTICK is a backdoor that uses,monitor,chopstick backdoor,cyber espionag d: chopstick backdoor use,"['chopstick', 'backdoor']","['cyber', 'espionag', 'd:', 'chopstick', 'backdoor', 'use']"
1503,1503,NoActionName,CHOPSTICK SMTP or HTTP communicate with using external servers,0,gather,code base. CHOPSTICK may communicate with external servers using,gather,chopstick smtp http commun use extern server,code base. chopstick may commun extern server use,"['chopstick', 'smtp', 'http', 'commun', 'use', 'extern', 'server']","['code', 'base.', 'chopstick', 'may', 'commun', 'extern', 'server', 'use']"
1504,1504,NoActionName,RC4 encryption The configuration block is encrypted using,0,scan,SID. The configuration block is encrypted using RC4 encryption. The,scan,rc4 encrypt configur block encrypt use,sid. configur block encrypt use rc4 encryption.,"['rc4', 'encrypt', 'configur', 'block', 'encrypt', 'use']","['sid.', 'configur', 'block', 'encrypt', 'use', 'rc4', 'encryption.']"
1505,1505,NoActionName,CHOPSTICK collects detailed information from the host,0,retrieve,in the backdoor. CHOPSTICK collects detailed information from the,retrieve,chopstick collect detail inform host,backdoor. chopstick collect detail inform,"['chopstick', 'collect', 'detail', 'inform', 'host']","['backdoor.', 'chopstick', 'collect', 'detail', 'inform']"
1506,1506,NoActionName,CHOPSTICK collects the Windows version,0,monitor,in the backdoor. CHOPSTICK collects detailed information from the,monitor,chopstick collect window version,backdoor. chopstick collect detail inform,"['chopstick', 'collect', 'window', 'version']","['backdoor.', 'chopstick', 'collect', 'detail', 'inform']"
1507,1507,NoActionName,CHOPSTICK CPU architecture collects,0,collect,in the backdoor. CHOPSTICK collects detailed information from the,collect,chopstick cpu architectur collect,backdoor. chopstick collect detail inform,"['chopstick', 'cpu', 'architectur', 'collect']","['backdoor.', 'chopstick', 'collect', 'detail', 'inform']"
1508,1508,NoActionName,CHOPSTICK Windows Firewall state collects,0,parsing,in the backdoor. CHOPSTICK collects detailed information from the,parsing,chopstick window firewal state collect,backdoor. chopstick collect detail inform,"['chopstick', 'window', 'firewal', 'state', 'collect']","['backdoor.', 'chopstick', 'collect', 'detail', 'inform']"
1509,1509,NoActionName,CHOPSTICK User Account Control (UAC) configuration settings on Windows Vista and above collects,0,is stealing,in the backdoor. CHOPSTICK collects detailed information from the,is stealing,chopstick user account control uac configur set window vista abov collect,backdoor. chopstick collect detail inform,"['chopstick', 'user', 'account', 'control', 'uac', 'configur', 'set', 'window', 'vista', 'abov', 'collect']","['backdoor.', 'chopstick', 'collect', 'detail', 'inform']"
1510,1510,NoActionName,CHOPSTICK Internet Explorer settings collects,0,hide,in the backdoor. CHOPSTICK collects detailed information from the,hide,chopstick internet explor set collect,backdoor. chopstick collect detail inform,"['chopstick', 'internet', 'explor', 'set', 'collect']","['backdoor.', 'chopstick', 'collect', 'detail', 'inform']"
1511,1511,NoActionName,It tests for the installation of specific security products (Table 9) and applications (Table 10),0,is often not written,Explorer settings. It also tests for the installation of,is often not written,test instal specif secur product tabl applic tabl 10,explor settings. also test instal,"['test', 'instal', 'specif', 'secur', 'product', 'tabl', 'applic', 'tabl', '10']","['explor', 'settings.', 'also', 'test', 'instal']"
1512,1512,NoActionName,CHOPSTICK collecting host information,0,be installed,"Russia’s Cyber Espionage After collecting host information, CHOPSTICK creates",be installed,chopstick collect host inform,russia cyber espionag collect host inform chopstick creat,"['chopstick', 'collect', 'host', 'inform']","['russia', 'cyber', 'espionag', 'collect', 'host', 'inform', 'chopstick', 'creat']"
1513,1513,NoActionName,CHOPSTICK encrypt output from other malware,0,originated,possibly allowing CHOPSTICK to encrypt and store output from,originated,chopstick encrypt output malwar,possibl allow chopstick encrypt store output,"['chopstick', 'encrypt', 'output', 'malwar']","['possibl', 'allow', 'chopstick', 'encrypt', 'store', 'output']"
1514,1514,NoActionName,a thread records user activity on the host,0,involve,creates a thread that records user activity on the,involve,thread record user activ host,creat thread record user activ,"['thread', 'record', 'user', 'activ', 'host']","['creat', 'thread', 'record', 'user', 'activ']"
1515,1515,NoActionName,a thread JPEG format capturing desktop screenshots in,0,are stored,"activity on the host, capturing desktop screenshots in JPEG",are stored,thread jpeg format captur desktop screenshot,activ host captur desktop screenshot jpeg,"['thread', 'jpeg', 'format', 'captur', 'desktop', 'screenshot']","['activ', 'host', 'captur', 'desktop', 'screenshot', 'jpeg']"
1516,1516,NoActionName,a thread tracks current window focus,0,install,"screenshots in JPEG format, tracks current window focus, collects",install,thread track current window focu,screenshot jpeg format track current window focu collect,"['thread', 'track', 'current', 'window', 'focu']","['screenshot', 'jpeg', 'format', 'track', 'current', 'window', 'focu', 'collect']"
1517,1517,NoActionName,a thread collects keystrokes,0,execute,"tracks current window focus, collects keystrokes, and scrapes window",execute,thread collect keystrok,track current window focu collect keystrok scrape window,"['thread', 'collect', 'keystrok']","['track', 'current', 'window', 'focu', 'collect', 'keystrok', 'scrape', 'window']"
1518,1518,NoActionName,"a thread scrapes window contents (text, context menus, etc.)",0,setting up,"focus, collects keystrokes, and scrapes window contents (text, context",setting up,thread scrape window content text context menu etc.,focu collect keystrok scrape window content text context,"['thread', 'scrape', 'window', 'content', 'text', 'context', 'menu', 'etc.']","['focu', 'collect', 'keystrok', 'scrape', 'window', 'content', 'text', 'context']"
1519,1519,NoActionName,User activity is captured once every 500 milliseconds,0,is,"menus, etc.). User activity is captured once every 500 milliseconds",is,user activ captur onc everi 500 millisecond,menu etc.. user activ captur onc everi 500 millisecond,"['user', 'activ', 'captur', 'onc', 'everi', '500', 'millisecond']","['menu', 'etc..', 'user', 'activ', 'captur', 'onc', 'everi', '500', 'millisecond']"
1520,1520,NoActionName,User activity logged in an HTML-like format,0,load and execute,every 500 milliseconds and logged in an HTML-like format.,load and execute,user activ log html-like format,everi 500 millisecond log html-like format.,"['user', 'activ', 'log', 'html-like', 'format']","['everi', '500', 'millisecond', 'log', 'html-like', 'format.']"
1521,1521,NoActionName,CHOPSTICK RC4 encrypts them using,0,load,"messages from the mailslot, encrypts them using RC4, and",load,chopstick rc4 encrypt use,messag mailslot encrypt use rc4,"['chopstick', 'rc4', 'encrypt', 'use']","['messag', 'mailslot', 'encrypt', 'use', 'rc4']"
1522,1522,NoActionName,CHOPSTICK HTTP communicating with over one of its C2 servers,0,reads and executes,"execution time, CHOPSTICK begins communicating with one of its",reads and executes,chopstick http commun one c2 server,execut time chopstick begin commun one,"['chopstick', 'http', 'commun', 'one', 'c2', 'server']","['execut', 'time', 'chopstick', 'begin', 'commun', 'one']"
1523,1523,NoActionName,"CHOPSTICK uses a URL-safe Base64 encoding using an alphabet that substitutes + and / for - and _, respectively",0,is executed,"Russia’s Cyber Espionage CHOPSTICK uses a URL-safe Base64 encoding,",is executed,chopstick use url-saf base64 encod use alphabet substitut respect,russia cyber espionag chopstick use url-saf base64 encod,"['chopstick', 'use', 'url-saf', 'base64', 'encod', 'use', 'alphabet', 'substitut', 'respect']","['russia', 'cyber', 'espionag', 'chopstick', 'use', 'url-saf', 'base64', 'encod']"
1524,1524,NoActionName,CHOPSTICK encrypts an 11-byte sequence in the ai= parameter,0,"extracts, installs and runs",generated per request. CHOPSTICK encrypts an 11-byte sequence in,"extracts, installs and runs",chopstick encrypt 11-byte sequenc ai= paramet,gener per request. chopstick encrypt 11-byte sequenc,"['chopstick', 'encrypt', '11-byte', 'sequenc', 'ai=', 'paramet']","['gener', 'per', 'request.', 'chopstick', 'encrypt', '11-byte', 'sequenc']"
1525,1525,NoActionName,identify the particular instance of the backdoor to the C2 server,0,is encrypted,to be to uniquely identify the particular instance of,is encrypted,identifi particular instanc backdoor c2 server,uniqu identifi particular instanc,"['identifi', 'particular', 'instanc', 'backdoor', 'c2', 'server']","['uniqu', 'identifi', 'particular', 'instanc']"
1526,1526,NoActionName,The first two words (72 11 and fd 22) validate the message,0,be found encrypted,that are used to validate the message. The next,be found encrypted,first two word 72 11 fd 22 valid messag,use valid message. next,"['first', 'two', 'word', '72', '11', 'fd', '22', 'valid', 'messag']","['use', 'valid', 'message.', 'next']"
