,Unnamed: 0,label,text-rel,label_num,text-neigh,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
516,516,NoFile,is passed data from the C2 on to connections,0,data from the C2 is passed on to connections. It,pass data c2 connect,data c2 pass connections.,"['pass', 'data', 'c2', 'connect']","['data', 'c2', 'pass', 'connections.']"
517,517,NoFile,The standard output channel of that command is provided back to the C2,0,channel of that command is provided back to the C2.,standard output channel command provid back c2,channel command provid back c2.,"['standard', 'output', 'channel', 'command', 'provid', 'back', 'c2']","['channel', 'command', 'provid', 'back', 'c2.']"
518,518,NoFile,The malware used in these attacks exfiltrated data,0,"attacks sought out and exfiltrated data, based on keyword",malwar use attack exfiltr data,attack sought exfiltr data base keyword,"['malwar', 'use', 'attack', 'exfiltr', 'data']","['attack', 'sought', 'exfiltr', 'data', 'base', 'keyword']"
519,519,NoFile,the malware exfiltrate certain types of data,0,"to search for and exfiltrate certain types of data,",malwar exfiltr certain type data,search exfiltr certain type data,"['malwar', 'exfiltr', 'certain', 'type', 'data']","['search', 'exfiltr', 'certain', 'type', 'data']"
520,520,NoFile,a third malware component downloaded an IRC RAT from various compromised websites,0,a third malware component downloaded an IRC RAT from,third malwar compon download irc rat variou compromis websit,third malwar compon download irc rat,"['third', 'malwar', 'compon', 'download', 'irc', 'rat', 'variou', 'compromis', 'websit']","['third', 'malwar', 'compon', 'download', 'irc', 'rat']"
521,521,NoFile,the dropper connect remote servers,0,"conime.exe to attempt to connect remote servers, upload and",dropper connect remot server,conime.ex attempt connect remot server upload,"['dropper', 'connect', 'remot', 'server']","['conime.ex', 'attempt', 'connect', 'remot', 'server', 'upload']"
522,522,NoFile,the dropper upload the bash script ~pr1.tmp,0,"to connect remote servers, upload and run the bash",dropper upload bash script  tmp-file,connect remot server upload run bash,"['dropper', 'upload', 'bash', 'script', 'tmp-file']","['connect', 'remot', 'server', 'upload', 'run', 'bash']"
523,523,NoFile,This information is then sent to the C&C server,0,of MiniDuke This information is then sent to the C&C server,thi inform sent c&c server,miniduk thi inform sent c&c server,"['thi', 'inform', 'sent', 'c&c', 'server']","['miniduk', 'thi', 'inform', 'sent', 'c&c', 'server']"
524,524,NoFile,The payload is downloaded in using the file named fdbywu the urlmon!URLDownloadToFileA API,0,given below: The payload is downloaded in the file named,payload download use file name fdbywu api,given below: payload download file name,"['payload', 'download', 'use', 'file', 'name', 'fdbywu', 'api']","['given', 'below:', 'payload', 'download', 'file', 'name']"
525,525,NoFile,the remote attacker HTTP send the results back to through the command-and-control (C&C) server,0,executing the commands to send the results back to,remot attack http send result back command-and-control c&c server,execut command send result back,"['remot', 'attack', 'http', 'send', 'result', 'back', 'command-and-control', 'c&c', 'server']","['execut', 'command', 'send', 'result', 'back']"
526,526,NoFile,the main implant code TCP port 443 communicates with on the attacker-controlled server at testqweasd.tk (211.43.220.89),0,implant code which then communicates with the attacker-controlled server,main implant code tcp port 443 commun attacker-control server testqweasd.tk ip-address,implant code commun attacker-control server,"['main', 'implant', 'code', 'tcp', 'port', '443', 'commun', 'attacker-control', 'server', 'testqweasd.tk', 'ip-address']","['implant', 'code', 'commun', 'attacker-control', 'server']"
527,527,NoFile,Gh0st RAT delivering system-specific details back to the attacker,0,variant. In addition to delivering system-specific details back to,gh0st rat deliv system-specif detail back attack,variant. addit deliv system-specif detail back,"['gh0st', 'rat', 'deliv', 'system-specif', 'detail', 'back', 'attack']","['variant.', 'addit', 'deliv', 'system-specif', 'detail', 'back']"
528,528,NoFile,malicious Java Applets install malware,0,Java Applets designed to install malware on their systems.,malici java applet instal malwar,java applet design instal malwar systems.,"['malici', 'java', 'applet', 'instal', 'malwar']","['java', 'applet', 'design', 'instal', 'malwar', 'systems.']"
529,529,NoFile,Attackers upload new webshells or add simple China Chopper style modifications,0,certainty. Attackers will often upload new webshells or add,attack upload new webshel add simpl china chopper style modif,certainty. attack often upload new webshel add,"['attack', 'upload', 'new', 'webshel', 'add', 'simpl', 'china', 'chopper', 'style', 'modif']","['certainty.', 'attack', 'often', 'upload', 'new', 'webshel', 'add']"
530,530,NoFile,was being leveraged to the website target users with Flash Exploits,0,Lab reported the website was being leveraged to target users with,wa leverag websit target user flash exploit,lab report websit wa leverag target user,"['wa', 'leverag', 'websit', 'target', 'user', 'flash', 'exploit']","['lab', 'report', 'websit', 'wa', 'leverag', 'target', 'user']"
531,531,NoFile,Java exploits install malware on the target system,0,Java exploits designed to install malware on the target,java exploit instal malwar target system,java exploit design instal malwar target,"['java', 'exploit', 'instal', 'malwar', 'target', 'system']","['java', 'exploit', 'design', 'instal', 'malwar', 'target']"
532,532,NoFile,the exploits install either a 32-bit or 64-bit version of the malware,0,"successful, the exploits will install either a 32-bit or",exploit instal either 32-bit 64-bit version malwar,success exploit instal either 32-bit,"['exploit', 'instal', 'either', '32-bit', '64-bit', 'version', 'malwar']","['success', 'exploit', 'instal', 'either', '32-bit']"
533,533,NoFile,The PlugX sample connects to the blog,0,jduhf873jdu7.blog.163.com The PlugX sample connects to the blog and,plugx sampl connect blog,plugx sampl connect blog,"['plugx', 'sampl', 'connect', 'blog']","['plugx', 'sampl', 'connect', 'blog']"
534,534,NoFile,This implant connected to a C2 node that overlapped with prennera.com,0,DTOPTOOLZ digitalsignature. This implant connected to a C2 node,thi implant connect c2 node overlap  com-file,dtoptoolz digitalsignature. thi implant connect c2 node,"['thi', 'implant', 'connect', 'c2', 'node', 'overlap', 'com-file']","['dtoptoolz', 'digitalsignature.', 'thi', 'implant', 'connect', 'c2', 'node']"
535,535,NoFile,BITTERBUG uploading files,0,"backdoor executable capable of uploading and downloading files, listing",bitterbug upload file,backdoor execut capabl upload download file list,"['bitterbug', 'upload', 'file']","['backdoor', 'execut', 'capabl', 'upload', 'download', 'file', 'list']"
536,536,NoFile,BITTERBUG downloading files,0,"capable of uploading and downloading files, listing running processes,",bitterbug download file,capabl upload download file list run process,"['bitterbug', 'download', 'file']","['capabl', 'upload', 'download', 'file', 'list', 'run', 'process']"
537,537,NoFile,BITTERBUG transferring selected files to its command and control (C2) server,0,"file listings, and automatically transferring selected files to its",bitterbug transfer select file command control c2 server,file list automat transfer select file,"['bitterbug', 'transfer', 'select', 'file', 'command', 'control', 'c2', 'server']","['file', 'list', 'automat', 'transfer', 'select', 'file']"
538,538,NoFile,BITTERBUG beacon to by the C2 server sending the computer name and username of the compromised system,0,Next BITTERBUG typically will beacon to the C2 server,bitterbug beacon c2 server send comput name usernam compromis system,next bitterbug typic beacon c2 server,"['bitterbug', 'beacon', 'c2', 'server', 'send', 'comput', 'name', 'usernam', 'compromis', 'system']","['next', 'bitterbug', 'typic', 'beacon', 'c2', 'server']"
539,539,NoFile,BITTERBUG download the files listed in Table 1,0,then may attempt to download the files listed in,bitterbug download file list tabl,may attempt download file list,"['bitterbug', 'download', 'file', 'list', 'tabl']","['may', 'attempt', 'download', 'file', 'list']"
540,540,NoFile,The final two files are downloaded to the user’s Startup directory,0,The final two files are downloaded to the user’s Startup,final two file download user startup directori,final two file download user startup,"['final', 'two', 'file', 'download', 'user', 'startup', 'directori']","['final', 'two', 'file', 'download', 'user', 'startup']"
541,541,NoFile,"BITTERBUG uploads the running process list, document file list, and all documents to the following URI",0,"%APPDATA%\Microsoft\prc.dat Finally, BITTERBUG typically uploads the running process list,",bitterbug upload run process list document file list document follow uri,final bitterbug typic upload run process list,"['bitterbug', 'upload', 'run', 'process', 'list', 'document', 'file', 'list', 'document', 'follow', 'uri']","['final', 'bitterbug', 'typic', 'upload', 'run', 'process', 'list']"
542,542,NoFile,The malware TCP port 80 communicates on,0,• The malware typically communicates on TCP port 80:,malwar tcp port 80 commun,malwar typic commun tcp port 80:,"['malwar', 'tcp', 'port', '80', 'commun']","['malwar', 'typic', 'commun', 'tcp', 'port', '80:']"
543,543,NoFile,code loaded a malicious Javascript file from a remote server,0,and include code that loaded a malicious Javascript file,code load malici javascript file remot server,includ code load malici javascript file,"['code', 'load', 'malici', 'javascript', 'file', 'remot', 'server']","['includ', 'code', 'load', 'malici', 'javascript', 'file']"
544,544,NoFile,Scanbox sending the information to the C&C server,0,something like this: Before sending the information to the,scanbox send inform c&c server,someth like this: befor send inform,"['scanbox', 'send', 'inform', 'c&c', 'server']","['someth', 'like', 'this:', 'befor', 'send', 'inform']"
545,545,NoFile,It sent all keystrokes to periodically the C&C,0,are being recorded and sent to the C&C periodically.,sent keystrok period c&c,record sent c&c periodically.,"['sent', 'keystrok', 'period', 'c&c']","['record', 'sent', 'c&c', 'periodically.']"
546,546,NoFile,It send keystrokes when the user submits web forms that can potentially include passwords and other sensitive data,0,periodically. It will also send keystrokes when the user,send keystrok user submit web form potenti includ password sensit data,periodically. also send keystrok user,"['send', 'keystrok', 'user', 'submit', 'web', 'form', 'potenti', 'includ', 'password', 'sensit', 'data']","['periodically.', 'also', 'send', 'keystrok', 'user']"
547,547,NoFile,the malware transfer files to using the command and control servers standard file IO commands,0,"established, the malware can transfer files to and from",malwar transfer file use command control server standard file io command,establish malwar transfer file,"['malwar', 'transfer', 'file', 'use', 'command', 'control', 'server', 'standard', 'file', 'io', 'command']","['establish', 'malwar', 'transfer', 'file']"
548,548,NoFile,the malware transfer from files using the command and control servers standard file IO commands,0,"established, the malware can transfer files to and from",malwar transfer file use command control server standard file io command,establish malwar transfer file,"['malwar', 'transfer', 'file', 'use', 'command', 'control', 'server', 'standard', 'file', 'io', 'command']","['establish', 'malwar', 'transfer', 'file']"
549,549,NoFile,The survey is then uploaded to in with the server a specified folder the generated name,0,as 664gher.TAR. The survey is then uploaded to the server in,survey upload server specifi folder gener name, tar-file survey upload server,"['survey', 'upload', 'server', 'specifi', 'folder', 'gener', 'name']","['tar-file', 'survey', 'upload', 'server']"
550,550,NoFile,Files being uploaded to the cloud server,0,AES cipher-block-chaining (CBC) before being uploaded to the cloud server.,file upload cloud server,ae cipher-block-chain cbc befor upload cloud server.,"['file', 'upload', 'cloud', 'server']","['ae', 'cipher-block-chain', 'cbc', 'befor', 'upload', 'cloud', 'server.']"
551,551,NoFile,the malware downloads the new configuration file,0,"the server, the malware downloads the new configuration file",malwar download new configur file,server malwar download new configur file,"['malwar', 'download', 'new', 'configur', 'file']","['server', 'malwar', 'download', 'new', 'configur', 'file']"
552,552,NoFile,be downloaded they,0,are found they will be downloaded decrypted and used as,download,found download decrypt use,['download'],"['found', 'download', 'decrypt', 'use']"
553,553,NoFile,the malware downloaded another encrypted configuration file,0,file which the malware downloaded and decrypted. The configuration,malwar download anoth encrypt configur file,file malwar download decrypted. configur,"['malwar', 'download', 'anoth', 'encrypt', 'configur', 'file']","['file', 'malwar', 'download', 'decrypted.', 'configur']"
554,554,NoFile,All of this information is exfiltrated back via the same WebDAV connection,0,All of this information is exfiltrated back via the same,thi inform exfiltr back via webdav connect,thi inform exfiltr back via,"['thi', 'inform', 'exfiltr', 'back', 'via', 'webdav', 'connect']","['thi', 'inform', 'exfiltr', 'back', 'via']"
555,555,NoFile,are downloaded these from in the share one go,0,"with other plugins, these are downloaded and deleted from the",download share one go,plugin download delet,"['download', 'share', 'one', 'go']","['plugin', 'download', 'delet']"
556,556,NoFile,the binary retrieve the listening port to use for incoming connections,0,the configuration section and retrieve the listening port to,binari retriev listen port use incom connect,configur section retriev listen port,"['binari', 'retriev', 'listen', 'port', 'use', 'incom', 'connect']","['configur', 'section', 'retriev', 'listen', 'port']"
557,557,NoFile,the malware connect to on the domain name the specified port,0,malware would attempt to connect to the domain name,malwar connect domain name specifi port,malwar would attempt connect domain name,"['malwar', 'connect', 'domain', 'name', 'specifi', 'port']","['malwar', 'would', 'attempt', 'connect', 'domain', 'name']"
558,558,NoFile,four IP addresses connected to the proxy malware,0,four IP addresses that connected to the proxy malware:,four ip address connect proxi malwar,four ip address connect proxi malware:,"['four', 'ip', 'address', 'connect', 'proxi', 'malwar']","['four', 'ip', 'address', 'connect', 'proxi', 'malware:']"
559,559,NoFile,This host use the router proxy to connect to webdav.cloudme.com,0,VPS service and would use the router proxy to,thi host use router proxi connect  com-file,vp servic would use router proxi,"['thi', 'host', 'use', 'router', 'proxi', 'connect', 'com-file']","['vp', 'servic', 'would', 'use', 'router', 'proxi']"
560,560,NoFile,This host uploads new malware components,0,"user data, and also uploads new malware components. Health",thi host upload new malwar compon,user data also upload new malwar components. health,"['thi', 'host', 'upload', 'new', 'malwar', 'compon']","['user', 'data', 'also', 'upload', 'new', 'malwar', 'components.', 'health']"
561,561,NoFile,this IP connect to on our router the malware management port,0,we observed this IP connect to our router on,thi ip connect router malwar manag port,observ thi ip connect router,"['thi', 'ip', 'connect', 'router', 'malwar', 'manag', 'port']","['observ', 'thi', 'ip', 'connect', 'router']"
562,562,NoFile,another IP be connected to the newly opened port,0,newly opened port would be connected to by another IP,anoth ip connect newli open port,newli open port would connect anoth ip,"['anoth', 'ip', 'connect', 'newli', 'open', 'port']","['newli', 'open', 'port', 'would', 'connect', 'anoth', 'ip']"
563,563,NoFile,this IP connect to the opened port,0,"Unlocker, this IP would connect to the opened port",thi ip connect open port,unlock thi ip would connect open port,"['thi', 'ip', 'connect', 'open', 'port']","['unlock', 'thi', 'ip', 'would', 'connect', 'open', 'port']"
564,564,NoFile,Recordings uploaded periodically to the attackers,0,"as *.mp4 files, and uploaded to the attackers periodically.",record upload period attack,*.mp4 file upload attack periodically.,"['record', 'upload', 'period', 'attack']","['*.mp4', 'file', 'upload', 'attack', 'periodically.']"
565,565,NoFile,These data uploaded to an FTP account,0,data are encrypted and uploaded to an FTP account,data upload ftp account,data encrypt upload ftp account,"['data', 'upload', 'ftp', 'account']","['data', 'encrypt', 'upload', 'ftp', 'account']"
566,566,NoFile,Collected data be uploaded to a DynDNS domain currently hosted on a US webhosting service,0,SSID Collected data will be uploaded to a DynDNS domain,collect data upload dyndn domain current host us webhost servic,ssid collect data upload dyndn domain,"['collect', 'data', 'upload', 'dyndn', 'domain', 'current', 'host', 'us', 'webhost', 'servic']","['ssid', 'collect', 'data', 'upload', 'dyndn', 'domain']"
567,567,NoFile,The encrypted files uploaded to the WebDAV shares,0,time. The encrypted files uploaded to the WebDAV shares,encrypt file upload webdav share,time. encrypt file upload webdav share,"['encrypt', 'file', 'upload', 'webdav', 'share']","['time.', 'encrypt', 'file', 'upload', 'webdav', 'share']"
568,568,NoFile,were uploaded the files themselves to the WebDAV share,0,after the files themselves were uploaded to the WebDAV share.,upload file themselv webdav share,file themselv upload webdav share.,"['upload', 'file', 'themselv', 'webdav', 'share']","['file', 'themselv', 'upload', 'webdav', 'share.']"
569,569,NoFile,the malware downloaded something unexpected and wholly different from what we have discussed until now,0,"Inception framework, the malware downloaded something unexpected and wholly",malwar download someth unexpect wholli differ discuss,incept framework malwar download someth unexpect wholli,"['malwar', 'download', 'someth', 'unexpect', 'wholli', 'differ', 'discuss']","['incept', 'framework', 'malwar', 'download', 'someth', 'unexpect', 'wholli']"
570,570,NoFile,These files were downloaded as from encrypted *.bin files the accounts carter0648 and frogs6352,0,until now. These files were downloaded as encrypted *.bin files,file download encrypt  bin-file file account carter0648 frogs6352,now. file download encrypt  bin-file file,"['file', 'download', 'encrypt', 'bin-file', 'file', 'account', 'carter0648', 'frogs6352']","['now.', 'file', 'download', 'encrypt', 'bin-file', 'file']"
571,571,NoFile,The file command uploading files,0,"the current directory, and uploading and downloading files. connect",file command upload file,current directori upload download files. connect,"['file', 'command', 'upload', 'file']","['current', 'directori', 'upload', 'download', 'files.', 'connect']"
572,572,NoFile,The file command downloading files,0,"directory, and uploading and downloading files. connect The connect",file command download file,directori upload download files. connect connect,"['file', 'command', 'download', 'file']","['directori', 'upload', 'download', 'files.', 'connect', 'connect']"
573,573,NoFile,individual instances of Gen 2 DLL listen for on incoming connections local ports,0,of Gen 2 DLL listen for incoming connections on,individu instanc gen dll listen incom connect local port,gen dll listen incom connect,"['individu', 'instanc', 'gen', 'dll', 'listen', 'incom', 'connect', 'local', 'port']","['gen', 'dll', 'listen', 'incom', 'connect']"
574,574,NoFile,Each Gen 2 infection support up to 10 listening ports,0,Gen 2 infection can support up to 10 listening,gen infect support 10 listen port,gen infect support 10 listen,"['gen', 'infect', 'support', '10', 'listen', 'port']","['gen', 'infect', 'support', '10', 'listen']"
575,575,NoFile,This SMB Worm Tool is equipped with a Listening Implant,0,"This SMB Worm Tool is equipped with a Listening Implant,",thi smb worm tool equip listen implant,thi smb worm tool equip listen implant,"['thi', 'smb', 'worm', 'tool', 'equip', 'listen', 'implant']","['thi', 'smb', 'worm', 'tool', 'equip', 'listen', 'implant']"
576,576,NoFile,It send log data back to command and control (C2) infrastructure,0,every five minutes to send log data back to,send log data back command control c2 infrastructur,everi five minut send log data back,"['send', 'log', 'data', 'back', 'command', 'control', 'c2', 'infrastructur']","['everi', 'five', 'minut', 'send', 'log', 'data', 'back']"
577,577,NoFile,"this implant TCP port 195 (for ""sensvc.exe"" and ""msensvc.exe"") and TCP port 444 (for ""netcfg.dll"") listens for on connections",0,"League."" Additionally, this implant listens for connections on TCP",thi implant tcp port 195 sensvc.ex msensvc.ex tcp port 444  dll-file listen connect,league. addit thi implant listen connect tcp,"['thi', 'implant', 'tcp', 'port', '195', 'sensvc.ex', 'msensvc.ex', 'tcp', 'port', '444', 'dll-file', 'listen', 'connect']","['league.', 'addit', 'thi', 'implant', 'listen', 'connect', 'tcp']"
578,578,NoFile,Each message sent to this implant,0,"(for ""netcfg.dll""). Each message sent to and from this",messag sent thi implant, dll-file messag sent thi,"['messag', 'sent', 'thi', 'implant']","['dll-file', 'messag', 'sent', 'thi']"
579,579,NoFile,Each message sent from this implant,0,"(for ""netcfg.dll""). Each message sent to and from this",messag sent thi implant, dll-file messag sent thi,"['messag', 'sent', 'thi', 'implant']","['dll-file', 'messag', 'sent', 'thi']"
580,580,NoFile,"the victim sends the string, ""HTTP/1.1 GET /dns? \x00.""",0,"initial connection, the victim sends the string, ""HTTP/1.1 GET",victim send string system-path  get system-path  system-path ,initi connect victim send string system-path  get,"['victim', 'send', 'string', 'system-path', 'get', 'system-path', 'system-path']","['initi', 'connect', 'victim', 'send', 'string', 'system-path', 'get']"
581,581,NoFile,"The controller responds with the string ""200 www.yahoo.com!\x00"" (for ""sensvc.exe"" and ""msensvc.exe"") the string ""RESPONSE 200 OK!!"" (for ""netcfg.dll"")",0,"\x00."" The controller then responds with the string ""200",control respond string 200 system-path  sensvc.ex msensvc.ex string respons 200 ok!!  dll-file com-file,system-path  control respond string 200,"['control', 'respond', 'string', '200', 'system-path', 'sensvc.ex', 'msensvc.ex', 'string', 'respons', '200', 'ok!!', 'dll-file', 'com-file']","['system-path', 'control', 'respond', 'string', '200']"
582,582,NoFile,"The controller sends the byte ""!"" (0x21) to end the network connection",0,"(for ""netcfg.dll""). The controller sends the byte ""!"" (0x21)",control send byte 0x21 end network connect, dll-file control send byte 0x21,"['control', 'send', 'byte', '0x21', 'end', 'network', 'connect']","['dll-file', 'control', 'send', 'byte', '0x21']"
583,583,NoFile,This tool open ports in a victim host's firewall,0,tool includes functionality to open ports in a victim,thi tool open port victim host' firewal,tool includ function open port victim,"['thi', 'tool', 'open', 'port', 'victim', ""host'"", 'firewal']","['tool', 'includ', 'function', 'open', 'port', 'victim']"
584,584,NoFile,Implants in this malware family TCP port 443 listen on,0,"service, then configured to listen on TCP port 443.",implant thi malwar famili tcp port 443 listen,servic configur listen tcp port 443.,"['implant', 'thi', 'malwar', 'famili', 'tcp', 'port', '443', 'listen']","['servic', 'configur', 'listen', 'tcp', 'port', '443.']"
585,585,NoFile,the malware upload a copy of the wiper,0,shares in order to upload a copy of the,malwar upload copi wiper,share order upload copi,"['malwar', 'upload', 'copi', 'wiper']","['share', 'order', 'upload', 'copi']"
586,586,NoFile,the malware uploads a copy of the wiper file taskhostXX.exe,0,"Once successful, the malware uploads a copy of the",malwar upload copi wiper file taskhostxx.ex,onc success malwar upload copi,"['malwar', 'upload', 'copi', 'wiper', 'file', 'taskhostxx.ex']","['onc', 'success', 'malwar', 'upload', 'copi']"
587,587,NoFile,the malware been uploaded the wiper,0,Once the wiper has been uploaded the malware reports its,malwar upload wiper,onc wiper ha upload malwar report,"['malwar', 'upload', 'wiper']","['onc', 'wiper', 'ha', 'upload', 'malwar', 'report']"
588,588,NoFile,This tool contains a listening implant,0,exploitation activities. This tool contains five components – a,thi tool contain listen implant,exploit activities. thi tool contain five compon,"['thi', 'tool', 'contain', 'listen', 'implant']","['exploit', 'activities.', 'thi', 'tool', 'contain', 'five', 'compon']"
589,589,NoFile,This file starts a listener on localhost port 80,0,"This file, when executed, starts a listener on localhost",thi file start listen localhost port 80,thi file execut start listen localhost,"['thi', 'file', 'start', 'listen', 'localhost', 'port', '80']","['thi', 'file', 'execut', 'start', 'listen', 'localhost']"
590,590,NoFile,Network connection attempts are made to in one of three hard-coded IP addresses a random order port 8080 or 8000,0,-w). Network connection attempts are made to one of three,network connect attempt made one three hard-cod ip address random order port  ,cmd-param network connect attempt made one three,"['network', 'connect', 'attempt', 'made', 'one', 'three', 'hard-cod', 'ip', 'address', 'random', 'order', 'port']","['cmd-param', 'network', 'connect', 'attempt', 'made', 'one', 'three']"
591,591,NoFile,it connect to until another of the three IP addresses connections to all three IP addresses have been attempted,0,"made, it attempts to connect to another of the",connect anoth three ip address connect three ip address attempt,made attempt connect anoth,"['connect', 'anoth', 'three', 'ip', 'address', 'connect', 'three', 'ip', 'address', 'attempt']","['made', 'attempt', 'connect', 'anoth']"
592,592,NoFile,it downloads some kind of data,0,we see that it downloads some kind of data,download kind data,see download kind data,"['download', 'kind', 'data']","['see', 'download', 'kind', 'data']"
593,593,NoFile,both families calling back to the same Command & Control servers,0,families have been observed calling back to the same Command,famili call back command control server,famili observ call back command,"['famili', 'call', 'back', 'command', 'control', 'server']","['famili', 'observ', 'call', 'back', 'command']"
594,594,NoFile,the dropper installs the Etumbot backdoor,0,"once the dropper (ff5a7a610746ab5492cc6ab284138852) installs the Etumbot backdoor (82d4850a02375a7447d2d0381b642a72),",dropper instal etumbot backdoor,onc dropper hash-code instal etumbot backdoor hash-code,"['dropper', 'instal', 'etumbot', 'backdoor']","['onc', 'dropper', 'hash-code', 'instal', 'etumbot', 'backdoor', 'hash-code']"
595,595,NoFile,is sent an initial HTTP beacon to the Command & Control server that requests an RC4 encryption key,0,an initial HTTP beacon is sent to the Command &,sent initi http beacon command control server request rc4 encrypt key,initi http beacon sent command,"['sent', 'initi', 'http', 'beacon', 'command', 'control', 'server', 'request', 'rc4', 'encrypt', 'key']","['initi', 'http', 'beacon', 'sent', 'command']"
596,596,NoFile,"the bot sends a registration callback to the C&C /image/<encrypted data>.jpg containing the encrypted values of system information to include the NetBIOS name of the system, user name, IP address, if the system is using a proxy (Yes/No), and a numeric value which may be some type of campaign code",0,"encryption key, the bot sends a registration callback to",bot send registr callback c&c system-path   jpg-file contain encrypt valu system inform includ netbio name system user name ip address system use proxi system-path  numer valu may type campaign code,encrypt key bot send registr callback,"['bot', 'send', 'registr', 'callback', 'c&c', 'system-path', 'jpg-file', 'contain', 'encrypt', 'valu', 'system', 'inform', 'includ', 'netbio', 'name', 'system', 'user', 'name', 'ip', 'address', 'system', 'use', 'proxi', 'system-path', 'numer', 'valu', 'may', 'type', 'campaign', 'code']","['encrypt', 'key', 'bot', 'send', 'registr', 'callback']"
597,597,NoFile,the bot registered with the C&C,0,"Once the bot has registered with the C&C, it",bot regist c&c,onc bot ha regist c&c,"['bot', 'regist', 'c&c']","['onc', 'bot', 'ha', 'regist', 'c&c']"
598,598,NoFile,the bot send periodic pings,0,"the C&C, it will send periodic pings to ask",bot send period ping,c&c send period ping ask,"['bot', 'send', 'period', 'ping']","['c&c', 'send', 'period', 'ping', 'ask']"
599,599,NoFile,is received a READFILE command from the C&C,0,"When a READFILE command is received from the C&C, the",receiv readfil command c&c,readfil command receiv c&c,"['receiv', 'readfil', 'command', 'c&c']","['readfil', 'command', 'receiv', 'c&c']"
600,600,NoFile,the bot makes an initial call to /manage/asp/item.asp?id=<encrypted computer name>&&mux=<encrypted total file size>,0,"the C&C, the bot makes an initial call to",bot make initi call hash-code comput name>&&mux=<encrypt total file size>,c&c bot make initi call,"['bot', 'make', 'initi', 'call', 'hash-code', 'comput', 'name>&&mux=<encrypt', 'total', 'file', 'size>']","['c&c', 'bot', 'make', 'initi', 'call']"
601,601,NoFile,The bot expects a message of OK from after the C&C each response is sent,0,chunk data>. The bot expects a message of OK,bot expect messag ok c&c respons sent,chunk data>. bot expect messag ok,"['bot', 'expect', 'messag', 'ok', 'c&c', 'respons', 'sent']","['chunk', 'data>.', 'bot', 'expect', 'messag', 'ok']"
602,602,NoFile,send an error message to the C&C,0,terminate the upload and send an error message to,send error messag c&c,termin upload send error messag,"['send', 'error', 'messag', 'c&c']","['termin', 'upload', 'send', 'error', 'messag']"
603,603,NoFile,the shell client communicates with in order to get the external IP address of the current user,0,"initiated, the shell client communicates with freegeoip.net in order",shell client commun order get extern ip address current user,initi shell client commun  net-file order,"['shell', 'client', 'commun', 'order', 'get', 'extern', 'ip', 'address', 'current', 'user']","['initi', 'shell', 'client', 'commun', 'net-file', 'order']"
604,604,NoFile,it send the copy utilizing PsExec,0,"a PE resource, then send and execute the copy",send copi util psexec,pe resourc send execut copi,"['send', 'copi', 'util', 'psexec']","['pe', 'resourc', 'send', 'execut', 'copi']"
605,605,NoFile,them upload information,0,targets in order to upload information. This is a,upload inform,target order upload information. thi,"['upload', 'inform']","['target', 'order', 'upload', 'information.', 'thi']"
606,606,NoFile,infected computers download additional files from these FTP servers,0,were often instructed to download additional files from these,infect comput download addit file ftp server,often instruct download addit file,"['infect', 'comput', 'download', 'addit', 'file', 'ftp', 'server']","['often', 'instruct', 'download', 'addit', 'file']"
607,607,NoFile,Early Cleaver operations SMTP abused in order to exfiltrate information,0,CLEAVER Early Cleaver operations abused SMTP in order to,earli cleaver oper smtp abus order exfiltr inform,cleaver earli cleaver oper abus smtp order,"['earli', 'cleaver', 'oper', 'smtp', 'abus', 'order', 'exfiltr', 'inform']","['cleaver', 'earli', 'cleaver', 'oper', 'abus', 'smtp', 'order']"
608,608,NoFile,"internally developed malware samples such as TinyZBot and Csext The sending is performed in order to exfiltrate information about the infected computer, as well as requested files and keystroke logging information",0,exfiltrate information. The sending is performed by internally developed malware,intern develop malwar sampl tinyzbot csext send perform order exfiltr inform infect comput well request file keystrok log inform,exfiltr information. send perform intern develop malwar,"['intern', 'develop', 'malwar', 'sampl', 'tinyzbot', 'csext', 'send', 'perform', 'order', 'exfiltr', 'inform', 'infect', 'comput', 'well', 'request', 'file', 'keystrok', 'log', 'inform']","['exfiltr', 'information.', 'send', 'perform', 'intern', 'develop', 'malwar']"
609,609,NoFile,Messages were sent using with an open SMTP relay at BeyondSys.com the sender email address dyanachear(at)beyondsys.com,0,keystroke logging information. Messages were sent using an open SMTP,messag sent use open smtp relay  com-file sender email address,keystrok log information. messag sent use open smtp,"['messag', 'sent', 'use', 'open', 'smtp', 'relay', 'com-file', 'sender', 'email', 'address']","['keystrok', 'log', 'information.', 'messag', 'sent', 'use', 'open', 'smtp']"
610,610,NoFile,The files being exfiltrated are added to as the email attachments,0,The files being exfiltrated are added to the email as,file exfiltr ad email attach,file exfiltr ad email,"['file', 'exfiltr', 'ad', 'email', 'attach']","['file', 'exfiltr', 'ad', 'email']"
611,611,NoFile,TCP data sent from the TinyZBot infection,0,text represents TCP data sent from the TinyZBot infection,tcp data sent tinyzbot infect,text repres tcp data sent tinyzbot infect,"['tcp', 'data', 'sent', 'tinyzbot', 'infect']","['text', 'repres', 'tcp', 'data', 'sent', 'tinyzbot', 'infect']"
