,Unnamed: 0,label,text-rel,label_num,text-neigh,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
656,656,NoOther,use the JBOH shell to download exe- cutables,0,by JBOH is to use the JBOH shell (Listing,use jboh shell download exe- cutabl,jboh use jboh shell list,"['use', 'jboh', 'shell', 'download', 'exe-', 'cutabl']","['jboh', 'use', 'jboh', 'shell', 'list']"
657,657,NoOther,receiving data from the server,0,"C2 protocol, such as receiving data from the server,",receiv data server,c2 protocol receiv data server,"['receiv', 'data', 'server']","['c2', 'protocol', 'receiv', 'data', 'server']"
658,658,NoOther,the RAT transmit some basic victim information to the C2 server along with a 256-byte hash of the hard-coded string HYF54&%9&jkMCXuiS,0,"case, the RAT will transmit some basic victim information",rat transmit basic victim inform c2 server along 256-byte hash hard-cod string hyf54&%9&jkmcxui,case rat transmit basic victim inform,"['rat', 'transmit', 'basic', 'victim', 'inform', 'c2', 'server', 'along', '256-byte', 'hash', 'hard-cod', 'string', 'hyf54&%9&jkmcxui']","['case', 'rat', 'transmit', 'basic', 'victim', 'inform']"
659,659,NoOther,An initial request is then made to the hard-coded C2 server and initial URI,0,access. An initial request is then made to the hard-coded C2,initi request made hard-cod c2 server initi uri,access. initi request made hard-cod c2,"['initi', 'request', 'made', 'hard-cod', 'c2', 'server', 'initi', 'uri']","['access.', 'initi', 'request', 'made', 'hard-cod', 'c2']"
660,660,NoOther,The malware download content from to the specified URL the filename within the user’s temporary directory,0,will then attempt to download content from the specified,malwar download content specifi url filenam within user temporari directori,attempt download content specifi,"['malwar', 'download', 'content', 'specifi', 'url', 'filenam', 'within', 'user', 'temporari', 'directori']","['attempt', 'download', 'content', 'specifi']"
661,661,NoOther,be made a final C2 request to a URL using the same path as the initial request (and a similarly random parameter),0,final C2 request will be made – in this case,made final c2 request url use path initi request similarli random paramet,final c2 request made thi case,"['made', 'final', 'c2', 'request', 'url', 'use', 'path', 'initi', 'request', 'similarli', 'random', 'paramet']","['final', 'c2', 'request', 'made', 'thi', 'case']"
662,662,NoOther,The malware connect to its configured C2 infrastructure (file.anyoffice.info),0,The malware will then connect to its configured C2,malwar connect configur c2 infrastructur  inf-file,malwar connect configur c2,"['malwar', 'connect', 'configur', 'c2', 'infrastructur', 'inf-file']","['malwar', 'connect', 'configur', 'c2']"
663,663,NoOther,upload file,0,are supported: m2b ( upload file) and b2m (download,upload file,supported: m2b upload file b2m download,"['upload', 'file']","['supported:', 'm2b', 'upload', 'file', 'b2m', 'download']"
664,664,NoOther,download file,0,file) and b2m ( download file). Slight variations on,download file,file b2m download file. slight variat,"['download', 'file']","['file', 'b2m', 'download', 'file.', 'slight', 'variat']"
665,665,NoOther,the malicious Flash code downloads a file containing the dropped malware payload,0,the malicious Flash code downloads a file containing the,malici flash code download file contain drop malwar payload,malici flash code download file contain,"['malici', 'flash', 'code', 'download', 'file', 'contain', 'drop', 'malwar', 'payload']","['malici', 'flash', 'code', 'download', 'file', 'contain']"
666,666,NoOther,This particular variant called back to a command and control server located at newss.effers.com,0,operations. This particular variant called back to a command,thi particular variant call back command control server locat  com-file,operations. thi particular variant call back command,"['thi', 'particular', 'variant', 'call', 'back', 'command', 'control', 'server', 'locat', 'com-file']","['operations.', 'thi', 'particular', 'variant', 'call', 'back', 'command']"
667,667,NoOther,Gh0stRat samples with the custom packet flag HTTPS calling back to book.flnet.org and icybin.flnet.org,0,custom packet flag HTTPS calling back to book.flnet.org and,gh0strat sampl custom packet flag http call back  org-file  org-file,custom packet flag http call back  org-file,"['gh0strat', 'sampl', 'custom', 'packet', 'flag', 'http', 'call', 'back', 'org-file', 'org-file']","['custom', 'packet', 'flag', 'http', 'call', 'back', 'org-file']"
668,668,NoOther,another HTTPS Gh0st variant connecting to a related command and control server at me.scieron.com,0,another HTTPS Gh0st variant connecting to a related command,anoth http gh0st variant connect relat command control server  com-file,anoth http gh0st variant connect relat command,"['anoth', 'http', 'gh0st', 'variant', 'connect', 'relat', 'command', 'control', 'server', 'com-file']","['anoth', 'http', 'gh0st', 'variant', 'connect', 'relat', 'command']"
669,669,NoOther,download more advanced stealing tools,0,leading to the selective download of more advanced stealing,download advanc steal tool,lead select download advanc steal,"['download', 'advanc', 'steal', 'tool']","['lead', 'select', 'download', 'advanc', 'steal']"
670,670,NoOther,exploited systems retrieved downloader executables from web servers,0,"of months, exploited systems retrieved downloader executables from web",exploit system retriev download execut web server,month exploit system retriev download execut web,"['exploit', 'system', 'retriev', 'download', 'execut', 'web', 'server']","['month', 'exploit', 'system', 'retriev', 'download', 'execut', 'web']"
671,671,NoOther,"The dropped downloader (d8137ded710d83e2339a97ee78494c34) delivered malcode similar to the Information Stealer component functionality summarized below, and detailed in Appendix D",0,The dropped downloader (d8137ded710d83e2339a97ee78494c34) delivered malcode similar to the,drop download hash-code deliv malcod similar inform stealer compon function summar detail appendix,drop download hash-code deliv malcod similar,"['drop', 'download', 'hash-code', 'deliv', 'malcod', 'similar', 'inform', 'stealer', 'compon', 'function', 'summar', 'detail', 'appendix']","['drop', 'download', 'hash-code', 'deliv', 'malcod', 'similar']"
672,672,NoOther,"one of these implants More advanced tools, like the keylogger decribed above are later downloaded to the victim system",0,"the keylogger decribed above, are later downloaded to the victim system",one implant advanc tool like keylogg decrib abov later download victim system,keylogg decrib abov later download victim system,"['one', 'implant', 'advanc', 'tool', 'like', 'keylogg', 'decrib', 'abov', 'later', 'download', 'victim', 'system']","['keylogg', 'decrib', 'abov', 'later', 'download', 'victim', 'system']"
673,673,NoOther,word docs downloaded backdoors from remote web servers,0,dropped these backdoors or downloaded and executed backdoors from,word doc download backdoor remot web server,drop backdoor download execut backdoor,"['word', 'doc', 'download', 'backdoor', 'remot', 'web', 'server']","['drop', 'backdoor', 'download', 'execut', 'backdoor']"
674,674,NoOther,These tools pull down the keylog- ger,0,"web servers. These tools pull down the keylog- ger, steal",tool pull keylog- ger,web servers. tool pull keylog- ger steal,"['tool', 'pull', 'keylog-', 'ger']","['web', 'servers.', 'tool', 'pull', 'keylog-', 'ger', 'steal']"
675,675,NoOther,These tools download other tools,0,"from the system, or download other tools. • small",tool download tool,system download tools. small,"['tool', 'download', 'tool']","['system', 'download', 'tools.', 'small']"
676,676,NoOther,The component sends it to the Darkhotel com- mand and control servers,0,gathers system information and sends it to the Darkhotel,compon send darkhotel com- mand control server,gather system inform send darkhotel,"['compon', 'send', 'darkhotel', 'com-', 'mand', 'control', 'server']","['gather', 'system', 'inform', 'send', 'darkhotel']"
677,677,NoOther,the module Darkhotel command and control servers upload them to,0,lo- cal system and upload them to Darkhotel command,modul darkhotel command control server upload,lo- cal system upload darkhotel command,"['modul', 'darkhotel', 'command', 'control', 'server', 'upload']","['lo-', 'cal', 'system', 'upload', 'darkhotel', 'command']"
678,678,NoOther,The Trojan Darkhotel command and control servers uploads that data to,0,"installed on it, and uploads that data to Darkhotel",trojan darkhotel command control server upload data,instal upload data darkhotel,"['trojan', 'darkhotel', 'command', 'control', 'server', 'upload', 'data']","['instal', 'upload', 'data', 'darkhotel']"
679,679,NoOther,send it to as the C2 commanded,0,"about the comput- er, send it to the C2",send c2 command,comput- er send c2,"['send', 'c2', 'command']","['comput-', 'er', 'send', 'c2']"
680,680,NoOther,it download other Darkhotel components as commanded,0,to the C2 and download other Darkhotel components as,download darkhotel compon command,c2 download darkhotel compon,"['download', 'darkhotel', 'compon', 'command']","['c2', 'download', 'darkhotel', 'compon']"
681,681,NoOther,The malware initiates a communication to time.windows.com,0,in our The malware initiates a communication to time.windows.com,malwar initi commun  com-file,malwar initi commun  com-file,"['malwar', 'initi', 'commun', 'com-file']","['malwar', 'initi', 'commun', 'com-file']"
682,682,NoOther,The malware communicates with at the c&c server mac.avstore.com.tw,0,"for connectivity, and then communicates with the c&c server",malwar commun c&c server  com-file,connect commun c&c server,"['malwar', 'commun', 'c&c', 'server', 'com-file']","['connect', 'commun', 'c&c', 'server']"
683,683,NoOther,The payload of this malware send it back to the c&c server,0,"newly infected host, and send it back to the",payload thi malwar send back c&c server,newli infect host send back,"['payload', 'thi', 'malwar', 'send', 'back', 'c&c', 'server']","['newli', 'infect', 'host', 'send', 'back']"
684,684,NoOther,It download binaries,0,server. It can also download and execute binaries. &,download binari,server. also download execut binaries.,"['download', 'binari']","['server.', 'also', 'download', 'execut', 'binaries.']"
685,685,NoOther,been transferred this data to the c&c server,0,"Once this data has been transferred to the c&c server,",transfer thi data c&c server,onc thi data ha transfer c&c server,"['transfer', 'thi', 'data', 'c&c', 'server']","['onc', 'thi', 'data', 'ha', 'transfer', 'c&c', 'server']"
686,686,NoOther,All the requests sent to the c&c,0,& All the requests sent to the c&c contains,request sent c&c,request sent c&c contain,"['request', 'sent', 'c&c']","['request', 'sent', 'c&c', 'contain']"
687,687,NoOther,the RAT sends a first login packet to its c&c,0,"After injection, the RAT sends a first login packet",rat send first login packet c&c,inject rat send first login packet,"['rat', 'send', 'first', 'login', 'packet', 'c&c']","['inject', 'rat', 'send', 'first', 'login', 'packet']"
688,688,NoOther,our sample communicates with sop.avstore.com.tw,0,"the configuration, our sample communicates with sop.avstore.com.tw, and contains",sampl commun  com-file,configur sampl commun  com-file contain,"['sampl', 'commun', 'com-file']","['configur', 'sampl', 'commun', 'com-file', 'contain']"
689,689,NoOther,It sends requests,0,"after injection, and immediately sends requests. First requests are",send request,inject immedi send requests. first request,"['send', 'request']","['inject', 'immedi', 'send', 'requests.', 'first', 'request']"
690,690,NoOther,A Hello packet is then sent,0,/httpdocs/update/update.ini). A Hello packet is then sent Public release Threat Intelligence,hello packet sent,hello packet sent public releas threat intellig,"['hello', 'packet', 'sent']","['hello', 'packet', 'sent', 'public', 'releas', 'threat', 'intellig']"
691,691,NoOther,The bot retrieve remote commands,0,requests on /httpdocs/mm/<bot_id>/ComMand.sec to retrieve remote commands. The communication,bot retriev remot command,request hash-code retriev remot commands. commun,"['bot', 'retriev', 'remot', 'command']","['request', 'hash-code', 'retriev', 'remot', 'commands.', 'commun']"
692,692,NoOther,the bot The following CGI files be requested,0,following CGI files can be requested by the bot: -,bot follow cgi file request,follow cgi file request bot:,"['bot', 'follow', 'cgi', 'file', 'request']","['follow', 'cgi', 'file', 'request', 'bot:']"
693,693,NoOther,"Our sample uses mca.avstore.com.tw, star.yamn.net and bz.kimoo.com.tw as c&c servers",0,"the key. Our sample uses mca.avstore.com.tw, star.yamn.net and bz.kimoo.com.tw",sampl use  com-file  net-file  com-file c&c server,key. sampl use  com-file  net-file  com-file,"['sampl', 'use', 'com-file', 'net-file', 'com-file', 'c&c', 'server']","['key.', 'sampl', 'use', 'com-file', 'net-file', 'com-file']"
694,694,NoOther,send commands to the c&c,0,authentication is required to send commands to the c&c,send command c&c,authent requir send command c&c,"['send', 'command', 'c&c']","['authent', 'requir', 'send', 'command', 'c&c']"
695,695,NoOther,the built malware we found in the same folder connect to a local IP address,0,folder was configured to connect to a local IP,built malwar found folder connect local ip address,folder wa configur connect local ip,"['built', 'malwar', 'found', 'folder', 'connect', 'local', 'ip', 'address']","['folder', 'wa', 'configur', 'connect', 'local', 'ip']"
696,696,NoOther,Six malware families communicating with subdomains of skypetm.com.tw,0,have been identified as communicating with subdomains of skypetm.com.tw:,six malwar famili commun subdomain  com-file,identifi commun subdomain  com-file,"['six', 'malwar', 'famili', 'commun', 'subdomain', 'com-file']","['identifi', 'commun', 'subdomain', 'com-file']"
697,697,NoOther,4 malware families communicating to,0,"malware families in common, communicating to subdomains of both",malwar famili commun,malwar famili common commun subdomain,"['malwar', 'famili', 'commun']","['malwar', 'famili', 'common', 'commun', 'subdomain']"
698,698,Other,Older variants of this malware family generated the following POST request,1,of this malware family generated the following POST request:,older variant thi malwar famili gener follow post request,thi malwar famili gener follow post request:,"['older', 'variant', 'thi', 'malwar', 'famili', 'gener', 'follow', 'post', 'request']","['thi', 'malwar', 'famili', 'gener', 'follow', 'post', 'request:']"
699,699,Other,Data sent via this POST request,1,POST /bbs/info.asp HTTP/1.1 Data sent via this POST request,data sent via thi post request,post system-path  system-path  data sent via thi post request asp-file,"['data', 'sent', 'via', 'thi', 'post', 'request']","['post', 'system-path', 'system-path', 'data', 'sent', 'via', 'thi', 'post', 'request', 'asp-file']"
700,700,Other,The sample cb3dcde34fd9ff0e19381d99b02f9692 generated a POST request to /bbs/info.asp,1,www.documents.myPicture.info and as expected generated the a POST request,sampl hash-code gener post request system-path  asp-file,expect gener post request,"['sampl', 'hash-code', 'gener', 'post', 'request', 'system-path', 'asp-file']","['expect', 'gener', 'post', 'request']"
701,701,Other,installed a kernel mode driver,1,a kernel mode driver installed and a usermode DLL,instal kernel mode driver,kernel mode driver instal usermod dll,"['instal', 'kernel', 'mode', 'driver']","['kernel', 'mode', 'driver', 'instal', 'usermod', 'dll']"
702,702,Other,the driver injected a usermode DLL into the system processes,1,and a usermode DLL injected by the driver into,driver inject usermod dll system process,usermod dll inject driver,"['driver', 'inject', 'usermod', 'dll', 'system', 'process']","['usermod', 'dll', 'inject', 'driver']"
703,703,Other,the Snake driver load the DLL module into the usermode processes,1,is mainly used to load the DLL module into,snake driver load dll modul usermod process,mainli use load dll modul,"['snake', 'driver', 'load', 'dll', 'modul', 'usermod', 'process']","['mainli', 'use', 'load', 'dll', 'modul']"
704,704,Other,it drops a DLL into the %windows% directory,1,"userland/kernel communications. Next, it drops a DLL into the",drop dll %windows% directori some-variable,system-path  communications. next drop dll,"['drop', 'dll', '%windows%', 'directori', 'some-variable']","['system-path', 'communications.', 'next', 'drop', 'dll']"
705,705,Other,is dropped the DLL under a random name or a hard-coded name,1,"the variant, the DLL is dropped either under a random",drop dll random name hard-cod name,variant dll drop either random,"['drop', 'dll', 'random', 'name', 'hard-cod', 'name']","['variant', 'dll', 'drop', 'either', 'random']"
706,706,Other,be injected into this DLL the user-mode processes,1,this DLL is to be injected into the user-mode processes.,inject thi dll user-mod process,thi dll inject user-mod processes.,"['inject', 'thi', 'dll', 'user-mod', 'process']","['thi', 'dll', 'inject', 'user-mod', 'processes.']"
707,707,Other,DLL modules be installed as a service,1,"DLL modules that can be installed as a service, to",dll modul instal servic,dll modul instal servic,"['dll', 'modul', 'instal', 'servic']","['dll', 'modul', 'instal', 'servic']"
708,708,Other,DLL modules be run within taskhost.exe or services.exe processes,1,"as a service, to be run within taskhost.exe or services.exe",dll modul run within taskhost.ex services.ex process,servic run within taskhost.ex services.ex,"['dll', 'modul', 'run', 'within', 'taskhost.ex', 'services.ex', 'process']","['servic', 'run', 'within', 'taskhost.ex', 'services.ex']"
709,709,Other,the driver sets up the hooks for the following kernel-mode APIs,1,"processes. Next, the driver sets up the hooks for the",driver set hook follow kernel-mod api,processes. next driver set hook,"['driver', 'set', 'hook', 'follow', 'kernel-mod', 'api']","['processes.', 'next', 'driver', 'set', 'hook']"
710,710,Other,it PsSetCreateProcessNotifyRoutine() calls,1,"ZwShutdownSystem After that, it calls PsSetCreateProcessNotifyRoutine() in order to",call,zwshutdownsystem call order,['call'],"['zwshutdownsystem', 'call', 'order']"
711,711,Other,be notified whenever it a new process is started,1,PsSetCreateProcessNotifyRoutine() in order to be notified whenever a new process,notifi whenev new process start,order notifi whenev new process,"['notifi', 'whenev', 'new', 'process', 'start']","['order', 'notifi', 'whenev', 'new', 'process']"
712,712,Other,it Another set of hooks sets,1,set of hooks it sets is designed to hide,anoth set hook set,set hook set design hide,"['anoth', 'set', 'hook', 'set']","['set', 'hook', 'set', 'design', 'hide']"
713,713,Other,The driver watches for to all userland processes see if they load any web pages,1,ZwTerminateProcess The driver then watches for all userland processes,driver watch userland process see load ani web page,zwterminateprocess driver watch userland process,"['driver', 'watch', 'userland', 'process', 'see', 'load', 'ani', 'web', 'page']","['zwterminateprocess', 'driver', 'watch', 'userland', 'process']"
714,714,Other,the driver injects into the malicious DLL module the process that initiated connection,1,event and then immediately injects the malicious DLL module,driver inject malici dll modul process initi connect,event immedi inject malici dll modul,"['driver', 'inject', 'malici', 'dll', 'modul', 'process', 'initi', 'connect']","['event', 'immedi', 'inject', 'malici', 'dll', 'modul']"
715,715,Other,the driver injected a malicious DLL module in it,1,"requests, the driver immediately injected a malicious DLL module",driver inject malici dll modul,request driver immedi inject malici dll modul,"['driver', 'inject', 'malici', 'dll', 'modul']","['request', 'driver', 'immedi', 'inject', 'malici', 'dll', 'modul']"
716,716,Other,it fetches a file /D/pub.txt,1,"its C&C. Next, it fetches a file /D/pub.txt, and",fetch file system-path  txt-file,c&c. next fetch file system-path  txt-file,"['fetch', 'file', 'system-path', 'txt-file']","['c&c.', 'next', 'fetch', 'file', 'system-path', 'txt-file']"
717,717,Other,"it Windows Sockets 2 (Winsock) APIs, such as WSAStartup(), socket(), connect(), send(), etc uses",1,"the second mode, it uses Windows Sockets 2 (Winsock)",window socket winsock api wsastartup socket connect send etc use,second mode use window socket winsock,"['window', 'socket', 'winsock', 'api', 'wsastartup', 'socket', 'connect', 'send', 'etc', 'use']","['second', 'mode', 'use', 'window', 'socket', 'winsock']"
718,718,Other,it works in the ‘pipe server’ mode,1,"the third mode, it works in the ‘pipe server’",work ‘pipe server mode,third mode work ‘pipe server,"['work', '‘pipe', 'server', 'mode']","['third', 'mode', 'work', '‘pipe', 'server']"
719,719,Other,it passes the web requests it is interested in (as a client) to the pipe server that runs within Windows Explorer (explorer.exe) and/or Internet Explorer (iexplore.exe) processes,1,"server’ mode, when it passes the web requests it",pass web request interest client pipe server run within window explor explorer.ex system-path  internet explor iexplore.ex process,server mode pass web request,"['pass', 'web', 'request', 'interest', 'client', 'pipe', 'server', 'run', 'within', 'window', 'explor', 'explorer.ex', 'system-path', 'internet', 'explor', 'iexplore.ex', 'process']","['server', 'mode', 'pass', 'web', 'request']"
720,720,Other,"the malicious driver with the embedded DLL module injects that DLL into a system process, such as services.exe",1,the embedded DLL module injects that DLL into a,malici driver embed dll modul inject dll system process services.ex,embed dll modul inject dll,"['malici', 'driver', 'embed', 'dll', 'modul', 'inject', 'dll', 'system', 'process', 'services.ex']","['embed', 'dll', 'modul', 'inject', 'dll']"
721,721,Other,the DLL function in the ‘pipe server’ mode,1,"loaded, the DLL will function in the ‘pipe server’",dll function ‘pipe server mode,load dll function ‘pipe server,"['dll', 'function', '‘pipe', 'server', 'mode']","['load', 'dll', 'function', '‘pipe', 'server']"
722,722,Other,the driver detects a usermode process that goes online (e.g. a browser),1,soon as the driver detects a usermode process that,driver detect usermod process goe onlin e.g. browser,soon driver detect usermod process,"['driver', 'detect', 'usermod', 'process', 'goe', 'onlin', 'e.g.', 'browser']","['soon', 'driver', 'detect', 'usermod', 'process']"
723,723,Other,inject malicious DLL module into it,1,"a browser), it will inject malicious DLL module into",inject malici dll modul,browser inject malici dll modul,"['inject', 'malici', 'dll', 'modul']","['browser', 'inject', 'malici', 'dll', 'modul']"
724,724,Other,the injected DLL start communicating with the pipe server,1,the injected DLL will start communicating with the pipe,inject dll start commun pipe server,inject dll start commun pipe,"['inject', 'dll', 'start', 'commun', 'pipe', 'server']","['inject', 'dll', 'start', 'commun', 'pipe']"
725,725,Other,the injected DLL sending messages into the established inter-process communication pipes,1,the pipe server by sending messages into the established,inject dll send messag establish inter-process commun pipe,pipe server send messag establish,"['inject', 'dll', 'send', 'messag', 'establish', 'inter-process', 'commun', 'pipe']","['pipe', 'server', 'send', 'messag', 'establish']"
726,726,Other,is delegated the task of communication with C&C to the pipe server,1,"of communication with C&C is delegated to the pipe server,",deleg task commun c&c pipe server,commun c&c deleg pipe server,"['deleg', 'task', 'commun', 'c&c', 'pipe', 'server']","['commun', 'c&c', 'deleg', 'pipe', 'server']"
727,727,Other,is spawned a dedicated thread,1,"mode, a dedicated thread is spawned to listen for IPC",spawn dedic thread,mode dedic thread spawn listen ipc,"['spawn', 'dedic', 'thread']","['mode', 'dedic', 'thread', 'spawn', 'listen', 'ipc']"
728,728,Other,IPC messages received through the pipes listen for,1,thread is spawned to listen for IPC messages received,ipc messag receiv pipe listen,thread spawn listen ipc messag receiv,"['ipc', 'messag', 'receiv', 'pipe', 'listen']","['thread', 'spawn', 'listen', 'ipc', 'messag', 'receiv']"
729,729,Other,the pipe server GET perform,1,the pipe server to perform other operations on their,pipe server get perform,pipe server perform oper,"['pipe', 'server', 'get', 'perform']","['pipe', 'server', 'perform', 'oper']"
730,730,Other,the pipe server POST requests perform,1,the pipe server to perform other operations on their,pipe server post request perform,pipe server perform oper,"['pipe', 'server', 'post', 'request', 'perform']","['pipe', 'server', 'perform', 'oper']"
731,731,Other,the pipe clients (infected usermode processes) ask the pipe server,1,usermode processes) may also ask the pipe server to,pipe client infect usermod process ask pipe server,usermod process may also ask pipe server,"['pipe', 'client', 'infect', 'usermod', 'process', 'ask', 'pipe', 'server']","['usermod', 'process', 'may', 'also', 'ask', 'pipe', 'server']"
732,732,Other,the pipe server save configuration data into under the registry the aforementioned ShellCore value,1,"temporary file, copy/delete files, save configuration data into the",pipe server save configur data registri aforement shellcor valu,temporari file system-path  file save configur data,"['pipe', 'server', 'save', 'configur', 'data', 'registri', 'aforement', 'shellcor', 'valu']","['temporari', 'file', 'system-path', 'file', 'save', 'configur', 'data']"
733,733,Other,write into registry,1,to be able to write into files/ registry. To,write registri,abl write system-path  registry.,"['write', 'registri']","['abl', 'write', 'system-path', 'registry.']"
734,734,Other,the clients send messages to using the pipe server the following task identification headers,1,"of tasks, the clients send messages to the pipe",client send messag use pipe server follow task identif header,task client send messag pipe,"['client', 'send', 'messag', 'use', 'pipe', 'server', 'follow', 'task', 'identif', 'header']","['task', 'client', 'send', 'messag', 'pipe']"
735,735,Other,it IOCTL code of 0x222038 DeviceIoControl() API calls on with its handle,1,"device with CreateFile(\\.\vstor32), then calls DeviceIoControl() API on its",ioctl code 0x222038 deviceiocontrol api call handl,devic call deviceiocontrol api,"['ioctl', 'code', '0x222038', 'deviceiocontrol', 'api', 'call', 'handl']","['devic', 'call', 'deviceiocontrol', 'api']"
736,736,Other,The usermode DLLs are still injected into to the system processes perform high-level tasks,1,communications. The usermode DLLs are still injected into the system processes,usermod dll still inject system process perform high-level task,communications. usermod dll still inject system process,"['usermod', 'dll', 'still', 'inject', 'system', 'process', 'perform', 'high-level', 'task']","['communications.', 'usermod', 'dll', 'still', 'inject', 'system', 'process']"
737,737,Other,The registration is ensured with creation of the following registry entries,1,as ~ROOT. The registration is ensured with creation of the,registr ensur creation follow registri entri,~root. registr ensur creation,"['registr', 'ensur', 'creation', 'follow', 'registri', 'entri']","['~root.', 'registr', 'ensur', 'creation']"
738,738,Other,The rootkit places a number of the hooks,1,\BaseNamedObjects\shell.{F21EDC09-85D3-4eb9-915F-1AFA2FF28153} The rootkit then places a number of the,rootkit place number hook,hash-code rootkit place number,"['rootkit', 'place', 'number', 'hook']","['hash-code', 'rootkit', 'place', 'number']"
739,739,Other,The driver flags the following events with the notification purposes,1,HKEY_LOCAL_MACHINE\System\CurrentControlSer\Services\Ultra3 The driver then flags the following events with,driver flag follow event notif purpos,hash-code driver flag follow event,"['driver', 'flag', 'follow', 'event', 'notif', 'purpos']","['hash-code', 'driver', 'flag', 'follow', 'event']"
740,740,Other,it IoCreateDevice() hooks,1,The first API it hooks is IoCreateDevice(). The installed,iocreatedevic hook,first api hook iocreatedevice. instal,"['iocreatedevic', 'hook']","['first', 'api', 'hook', 'iocreatedevice.', 'instal']"
741,741,Other,The installed hook handler calls the original API,1,The installed hook handler calls the original API and,instal hook handler call origin api,instal hook handler call origin api,"['instal', 'hook', 'handler', 'call', 'origin', 'api']","['instal', 'hook', 'handler', 'call', 'origin', 'api']"
742,742,Other,the driver hooks the following APIs,1,"its components, the driver hooks the following APIs: •",driver hook follow api,compon driver hook follow apis:,"['driver', 'hook', 'follow', 'api']","['compon', 'driver', 'hook', 'follow', 'apis:']"
743,743,Other,The ZwClose() hook handler inject the DLL module into the userland processes,1,handler is used to inject the DLL module into,zwclose hook handler inject dll modul userland process,handler use inject dll modul,"['zwclose', 'hook', 'handler', 'inject', 'dll', 'modul', 'userland', 'process']","['handler', 'use', 'inject', 'dll', 'modul']"
744,744,Other,The hook handler for ZwTerminateProcess() checks if the process being shut down is svchost.exe,1,hook handler for ZwTerminateProcess() checks if the process being,hook handler zwterminateprocess check process shut svchost.ex,hook handler zwterminateprocess check process,"['hook', 'handler', 'zwterminateprocess', 'check', 'process', 'shut', 'svchost.ex']","['hook', 'handler', 'zwterminateprocess', 'check', 'process']"
745,745,Other,it unloads its usermode DLL,1,"system shutdown, so it unloads its usermode DLL and",unload usermod dll,system shutdown unload usermod dll,"['unload', 'usermod', 'dll']","['system', 'shutdown', 'unload', 'usermod', 'dll']"
746,746,Other,it deactivates its own network drivers,1,"its usermode DLL and deactivates its own network drivers,",deactiv network driver,usermod dll deactiv network driver,"['deactiv', 'network', 'driver']","['usermod', 'dll', 'deactiv', 'network', 'driver']"
747,747,Other,the driver sets a hook for another API,1,"virtual partitions, the driver sets a hook for another",driver set hook anoth api,virtual partit driver set hook anoth,"['driver', 'set', 'hook', 'anoth', 'api']","['virtual', 'partit', 'driver', 'set', 'hook', 'anoth']"
748,748,Other,the rootkit hooks these APIs,1,"network drivers, the rootkit hooks these APIs: • ZwCreateThread",rootkit hook api,network driver rootkit hook apis: zwcreatethread,"['rootkit', 'hook', 'api']","['network', 'driver', 'rootkit', 'hook', 'apis:', 'zwcreatethread']"
749,749,Other,the rootkit triggers an event named \BaseNamedObjects\wininet_activate,1,"that happens, the rootkit triggers an event named \BaseNamedObjects\wininet_activate.",rootkit trigger event name hash-code,happen rootkit trigger event name hash-code,"['rootkit', 'trigger', 'event', 'name', 'hash-code']","['happen', 'rootkit', 'trigger', 'event', 'name', 'hash-code']"
750,750,Other,Snake hooks the Transport Driver Interface (TDI) network routines by setting itself up as a TDI filter driver,1,"to WFP, Snake also hooks the Transport Driver Interface",snake hook transport driver interfac tdi network routin set tdi filter driver,wfp snake also hook transport driver interfac,"['snake', 'hook', 'transport', 'driver', 'interfac', 'tdi', 'network', 'routin', 'set', 'tdi', 'filter', 'driver']","['wfp', 'snake', 'also', 'hook', 'transport', 'driver', 'interfac']"
751,751,Other,Snake TCP calls hooks,1,"the device stack, Snake hooks TCP calls. This way",snake tcp call hook,devic stack snake hook tcp calls. thi way,"['snake', 'tcp', 'call', 'hook']","['devic', 'stack', 'snake', 'hook', 'tcp', 'calls.', 'thi', 'way']"
752,752,Other,it FwpsStreamInjectAsync0() API invoke,1,"Server 2003), it will invoke FwpsStreamInjectAsync0() API in order",api invok,server  invok api order,"['api', 'invok']","['server', 'invok', 'api', 'order']"
753,753,Other,the TDI driver Whenever ‘pulse’ the \BaseNamedObjects\wininet_activate event the client establishes connections,1,"TDI driver will also ‘pulse’ the \BaseNamedObjects\wininet_activate event, just",tdi driver whenev ‘puls hash-code event client establish connect,tdi driver also ‘puls hash-code event,"['tdi', 'driver', 'whenev', '‘puls', 'hash-code', 'event', 'client', 'establish', 'connect']","['tdi', 'driver', 'also', '‘puls', 'hash-code', 'event']"
754,754,Other,the drivers hooks the following exports within ndis.sys,1,"After that, the drivers hooks the following exports within",driver hook follow export within ndis.si,driver hook follow export within,"['driver', 'hook', 'follow', 'export', 'within', 'ndis.si']","['driver', 'hook', 'follow', 'export', 'within']"
755,755,Other,NDIS filter driver configuration is stored in the registry entry,1,NDIS filter driver configuration is stored in the registry entry:,ndi filter driver configur store registri entri,ndi filter driver configur store registri entry:,"['ndi', 'filter', 'driver', 'configur', 'store', 'registri', 'entri']","['ndi', 'filter', 'driver', 'configur', 'store', 'registri', 'entry:']"
