,text-rel,token,ActionName,Capability
1896,The wiper gathering drive information and operating system version,gathering,-,other
1897,the wiper deleted files on the file system,deleted,File,other
1898,the wiper deleting the Windows folder,deleting,File,other
1899,"It overwrote the MBR with the strings ""HASTATI"", ""PRINCPES"", ""PRINCIPES"", or ""PR!NCPES",overwrote,File,other
1900,a third malware component downloaded an IRC RAT from various compromised websites,downloaded,Network,other
1901,the malware searches these directories for configuration files and directories that may be associated with the connection manager clients mRemote and SecureCRT,searches,File,other
1902,the dropper reads the configuration file,reads,File,other
1903,it extracts the information,extracts,File,other
1904,"the dropper extracts information from sessions that have Username=root, Protocol=SSH and a saved password",extracts,File,other
1905,the dropper connect remote servers,connect,Network,command_and_control
1906,the dropper upload the bash script ~pr1.tmp,upload,Network,-
1907,the dropper run the bash script ~pr1.tmp,run,File,-
1908,The bash script UNIX checks,checks,-,other
1909,"The bash script wipe the /kernel, /usr /etc and /home directories",wipe,Other,other
1910,The bash script rendering the machine inoperative,rendering,-,other
1911,it stop the following processes,stop,Other,other
1912,it evade detection,evade,-,other
1913,It enumerates all physical drives,enumerates,Other,other
1914,It overwrites with the first 512 bytes the string: princpes,overwrites,File,other
1915,It destroying the MBR (master boot record) of the affected drive,destroying,-,other
1916,It locates the root directory on these drives,locates,Other,other
1917,It delete all files and folders in this directory,delete,File,other
1918,It is shut down and rebooted the affected computer,is shut down and rebooted,Other,other
1919,DarkSeoul DDoS attacks were launched against the South Korean government’s DNS server,were launched,-,other
1920,The malware used in these attacks sought out data,sought out,-,other
1921,the malware search for certain types of data,search,-,other
1922,the March 20 attacks included data deletion,included,-,other
1923,"The malware used in the March 20, 2013 attacks were wiper malware",were,-,other
1924,The attack wiping both Linux and Windows machines,wiping,-,other
1925,these actors used the same 16-digit password for file compression,used,-,other
1926,these actors used the same stage 1 C2 protocol,used,-,command_and_control
1927,these actors used the same collection keywords and encryption keys,used,-,other
1928,the North Korean IP address 175.45.178.xx South Korean routes scanning,scanning,-,infection_propagation
1929,the Chinese exploit kit GonDad spread the malware,spread,-,infection_propagation
1930,were then compromised policy servers,were then compromised,-,other
1931,were used targeted email attacks to gain initial entry,were used,-,infection_propagation
1932,the wiper target a large number of systems on with a set time and date full permissions on all of the targeted systems,target,-,other
1933,AgentBase.exe was dropped the wiper malware on as the systems,was dropped,-,other
1934,Symantec Backdoor.Prioxer This RAT is detected as,is detected,-,other
1935,is executed the AgentBase.exe component,is executed,File,-
1936,It look for removable and fixed drives,look,File,other
1937,this exploit deliver malware,deliver,-,infection_propagation
1938,MiniDuke use zero-day exploits for distribution,use,-,infection_propagation
1939,a secondary component written in JScript Twitter contact a C&C server via,contact,-,command_and_control
1940,is executed the shellcode by triggering the vulnerability,is executed,-,other
1941,it decrypts and drops the payload in the %TEMP% directory in a file named a.l,decrypts and drops,-,other
1942,is subsequently loaded by the payload calling kernel32!LoadLibraryA,is subsequently loaded,Other,-
1943,it detect hooks and debugger breakpoints which may be set by security software and monitoring tools,detect,-,other
1944,it proceeds with its installation onto the system,proceeds,-,other
1945,MiniDuke gathers information about the system,gathers,-,other
1946,MiniDuke encrypts its configuration based on that information,encrypts,-,other
1947,impossible to retrieve the configuration of an encrypted payload if analyzing it on a different computer,impossible to retrieve,-,other
1948,is created the encrypted version of the malware,is created,-,other
1949,is written into it a file in the %ALLUSERSPROFILE%\Application Data directory,is written,File,-
1950,the malware persist on after the infected system reboots,persist,-,other
1951,the malware creates a hidden .LNK file in the Startup directory,creates,File,-
1952,The .LNKfile is created using with a COM object the IShellLinkA interface,is created,File,-
1953,rundll32.exe is loaded the malware,is loaded,File,-
1954,the malware gathering the same system information as described in the Installation section to decrypt configuration information,gathering,-,other
1955,MiniDuke retrieves the Twitter page of @FloydLSchwartz in search of URLs by which to reach C&C server,retrieves,-,command_and_control
1956,MiniDuke gathers the following information from the infected systems,gathers,-,other
1957,This information is then sent to the C&C server,is then sent,Network,command_and_control
1958,request to download a payload,request,-,command_and_control
1959,The final URL used to communicate with the C&C server,used,-,command_and_control
1960,The payload is downloaded in using the file named fdbywu the urlmon!URLDownloadToFileA API,is downloaded,Network,other
1961,it RSA-2048 verifies the integrity of the file using,verifies,-,command_and_control
1962,executes it,executes,File,-
1963,The RSA-2048 public key verify integrity of the executable inside the GIF file,verify,-,command_and_control
1964,creating a copy of the Windows DLL cryptdll.dll,creating,File,-
1965,This file is then stored in an Alternate Data Stream (ADS) in NTUSER.DAT in the %USERPROFILE% folder,is then stored,File,-
1966,is registered this DLL as the Open command when a drive is open,is registered,Other,-
1967,starting the bot every time the user opens a disk drive,starting,-,other
1968,MiniDuke TwitterJS module install onto the system,install,-,other
1969,This thwart security systems that scan at the entry points of the JScript engine,thwart,-,other
1970,MiniDuke applies a light encoding to the script,applies,-,other
1971,this script Twitter use to find a C&C,use,-,command_and_control
1972,this script JScript code to execute retrieve,retrieve,-,command_and_control
1973,The exploit is sent to through the targeted organizations emails with a malicious Ichitaro document file attached,is sent,-,infection_propagation
1974,all payloads steal confidential information from the compromised computer,steal,-,other
1975,"Payloads from the exploit Backdoor.Emdivi, Backdoor.Korplug, and Backdoor.ZXshell include",include,-,other
1976,Opening the malicious attachment with Ichitaro drop the payload,drop,-,infection_propagation
1977,are persistently used variants of Backdoor.Emdivi as a payload,are persistently used,-,other
1978,All attacks arrive on as the target computers an attachment to email messages,arrive,-,infection_propagation
1979,the attachments are in with a simple executable format a fake icon,are,-,infection_propagation
1980,This group steal confidential information from targeted organizations,steal,-,other
1981,The emails include password-protected .zip files containing the malware,include,-,infection_propagation
1982,This trick the recipient into believing the email is from a legitimate and trustworthy source,trick,-,infection_propagation
1983,The email requests that the recipient open the attachment on a Windows computer,requests,-,infection_propagation
1984,The malicious payload Backdoor.Emdivi is,is,-,other
1985,a threat opens a back door on the compromised computer,opens,-,infection_propagation
1986,the remote attacker executing the commands,executing,-,other
1987,the remote attacker HTTP send the results back to through the command-and-control (C&C) server,send,Network,command_and_control
1988,Type T employs techniques to protect itself from security vendors or network administrators,employs,-,other
1989,"Important parts of Type T, such as the C&C server address it contacts and its protection mechanisms are encrypted",are encrypted,-,other
1990,Type T detects the presence of automatic analysis systems,detects,-,other
1991,Type T detects debuggers,detects,-,other
1992,Type S based on and shared C&C infrastructure as Type T,based,-,command_and_control
1993,The malware generates a hash,generates,-,other
1994,it uses a hash as an encryption key,uses,-,other
1995,Emdivi connects to using hardcoded C&C servers the HTTP protocol,connects,-,command_and_control
1996,the attacker C&C servers for Backdoor.Emdivi turned the websites into,turned,-,command_and_control
1997,The attackers sent a Microsoft Word file containing a maliciously crafted SWF file that exploited the vulnerability,sent,-,infection_propagation
1998,the file Backdoor.Emdivi installed,installed,-,other
1999,an Adobe Flash zero-day exploit install a back door,install,-,other
2000,"the attacker Among other items, staff training documents and more than 40,000 emails harvested",harvested,-,other
2001,it act as a ‘watering hole’,act as,-,infection_propagation
2002,the attackers compromised the ‘GOM Player’ update server,compromised,-,infection_propagation
2003,are delivered malware machines which access the site,are delivered,-,infection_propagation
2004,it be a variant of a Trojan,be,-,other
2005,attackers compromise the GOM Player update server (app.gomlab.com),compromise,-,infection_propagation
2006,attackers gained entry via a PHP-based webshell,gained,-,infection_propagation
2007,these alterations manifested themselves for visitors on certain IP ranges,manifested,-,infection_propagation
2008,was deliver to a file containing both the legitimate update and the malware the victim,was deliver,-,infection_propagation
2009,Deployed the malware via to a compressed bundle containing the official GOM Player setup binary and a self-extracting RAR archive containing the malicious files the system,Deployed,-,infection_propagation
2010,is automatically launched the installer component (0ae82fd94836815a1e8d284ccb75109d) alongside the GOM Player update,is automatically launched,File,infection_propagation
2011,a phrase commonly used by People’s Republic of China (PRC) hackers mean ‘anti Antivirus detection’ or ‘Antivirus avoidance’,mean,-,other
2012,"Miǎnchá (免查, likely shorthand for 免杀查) similarly means ‘Antivirus avoidance’",similarly means,-,other
2013,The installer is responsible for the malware persistence mechanism,is,-,other
2014,The installer adding entries to in the registry the following locations,adding,Other,-
2015,The installer determine the system architecture (32- or 64-bit),determine,-,other
2016,The installer deobfuscate the relevant loader DLL to the path ‘C:\Windows\temp\install.ocx’,deobfuscate,File,-
2017,The installer ensuring the malware is launched on system start-up,ensuring,-,other
2018,DLLs obfuscated with a one-byte XOR with 0x14,obfuscated,-,other
2019,The loader reads the main implant code,reads,File,-
2020,The loader deobfuscates the main implant code,deobfuscates,File,-
2021,the main implant code TCP port 443 communicates with on the attacker-controlled server at testqweasd.tk (211.43.220.89),communicates,Network,command_and_control
2022,a term used in the PRC hacking community denote the act of Antivirus avoidance through the loading of malicious ‘black’ code via non-malicious or trusted ‘white‘ code,denote,-,other
2023,DLL load order hijacking alongside a signed (trusted) executable,hijacking,-,infection_propagation
2024,Gh0st RAT was spread via watering hole attacks utilising vulnerable websites belonging to financial services and technology companies,was spread,-,infection_propagation
2025,Gh0st RAT delivering system-specific details back to the attacker,delivering,Network,other
2026,Gh0st RAT deploy additional malware,deploy,-,other
2027,additional malware harvesting sensitive data,harvesting,-,other
2028,additional malware enabling the further propagation throughout the infected network,enabling,-,infection_propagation
2029,added malicious JavaScript to legitimate code,added,File,infection_propagation
2030,malicious Java Applets install malware,install,Network,other
2031,malicious code served up from the website of the Alliance for True Democracy (ATD) in Hong Kong,served up,-,other
2032,placed a password protected backdoor webshell on it,placed,-,other
2033,Attackers upload new webshells or add simple China Chopper style modifications,upload,Network,other
2034,the DPHK websites serving up malicious code,serving up,-,other
2035,been used the DPHK website,been used,-,other
2036,was being leveraged to the website target users with Flash Exploits,was being leveraged,Network,other
2037,been compromised the website of the political coalition and pan-democratic organization People Power in Hong Kong (www.peoplepower.hk),been compromised,-,other
2038,"scripts conduct profiling of the system for various software, plugins, and other related information",conduct profiling,-,other
2039,These pages load scripts,load,File,-
2040,Java exploits install malware on the target system,install,Network,other
2041,the exploits install either a 32-bit or 64-bit version of the malware,install,Network,other
2042,the People Power website serving up malicious code,serving up,-,infection_propagation
2043,a JavaScript file loads a malicious Java Applet,loads,-,other
2044,The PlugX sample connects to the blog,connects,Network,command_and_control
2045,Pro-Democratic websites in Hong Kong placing malicious code on,placing,File,other
2046,This implant connected to a C2 node that overlapped with prennera.com,connected,Network,command_and_control
2047,The threat actors utilized a hosting provider that is a Pakistani-based company with subleased VPS space within the U.S.,utilized,-,command_and_control
2048,The customized malware (BITTERBUG) used by these threat actors hosted on two IP addresses operated by a Pakistan-based hosting provider,hosted,-,command_and_control
2049,The customized malware (BITTERBUG) used by these threat actors communicating with two IP addresses operated by a Pakistan-based hosting provider,communicating,-,command_and_control
2050,this customized malware hosted on two command and control nodes: 199.91.173.43 and 199.91.173.45,hosted,-,command_and_control
2051,this customized malware communicating with two command and control nodes: 199.91.173.43 and 199.91.173.45,communicating,-,command_and_control
2052,VPNSOC IP space was used as for command and control nodes attackers using variants of the BITTERBUG malware that contained build strings that referenced Tranchulas and a Tranchulas employee,was used,-,command_and_control
2053,were used decoy documents in conjunction with,were used,-,infection_propagation
2054,FireEye determined it to be a custom backdoor,determined,-,other
2055,"The backdoor relies on for various support components, including the non-malicious, publically available Libcurl installation, launch, and communications",relies,-,other
2056,"BITTERBUG target and exfiltrate files with extensions such as .doc, .xls, .pdf, .ppt, .egm, and .xml",target and exfiltrate,-,other
2057,"One of these samples using a ""leaked report"" lure which contained a decoy document related to Pakistan's alleged inability to locate Osama Bin Laden",using,-,infection_propagation
2058,a compilation tactic conceal the C2 address from static analysis,conceal,-,other
2059,BITTERBUG self-extracting RAR (SFXRAR) files used several new lures in,used,-,infection_propagation
2060,"One from December used a decoy PDF document (Figure 12) related to the December arrest of Devyani Khobragade, an Indian diplomat in the United States",used,-,infection_propagation
2061,we observed a SFXRAR file with a filename lure related to the March 2014 disappearance of Malaysis Airlines Flight 370 (cast as a Pakistan-related hijacking),observed,-,infection_propagation
2062,this SFXRAR's filename was the only lure element related to the MH370 event,was,-,infection_propagation
2063,BITTERBUG rely on to the same network behaviors communicate with its C2s,rely,-,command_and_control
2064,Connections to its C2 nodes PHP relied on,relied,-,command_and_control
2065,"Connections to its C2 nodes used communications that included .php?compname= and .php?srs=, as well as direct file/component retrieval from the C2s",used,-,command_and_control
2066,many of the samples that we have observed HTTP communications use direct IPs for,use,-,command_and_control
2067,we observed more limited use of a No-IP domain,observed,-,command_and_control
2068,"The threat actor VPSNOC, a probable Pakistan-based VPS service provider who leased U.S. hosting services used for both the delivery and C2 phases of attack",used,-,command_and_control
2069,a Pakistan-based cyber exploitation effort obfuscate its malware characteristics,obfuscate,-,other
2070,BITTERBUG is a backdoor executable,is,-,other
2071,BITTERBUG uploading files,uploading,Network,-
2072,BITTERBUG downloading files,downloading,Network,-
2073,BITTERBUG listing running processes,listing,Other,other
2074,BITTERBUG generating file listings,generating,-,other
2075,BITTERBUG transferring selected files to its command and control (C2) server,transferring,Network,other
2076,BITTERBUG appears to be virtual machine aware,appears,-,other
2077,BITTERBUG not execute on a VMWare or VirtualBox VM,not execute,-,other
2078,a self-extracting RAR archive BITTERBUG installed,installed,-,other
2079,"the self-extracting RAR archive extract configuration files, dependency DLLs, and the BITTERBUG executable",extract,-,other
2080,a self-extracting RAR archive disguised as a screensaver,disguised,-,infection_propagation
2081,the self-extracting RAR install <BITTERBUG>.exe and the following DLLs,install,-,other
2082,The self-extracting RAR install the following benign configuration files,install,-,other
2083,BITTERBUG execute the following Windows Management Instrumentation (WMI) command to detect the presence of a virtual machine (VM),execute,-,other
2084,BITTERBUG open recovery.txt,open,File,-
2085,BITTERBUG check for the presence of strings VBox or VMware,check,File,other
2086,The backdoor enter an infinite sleep loop if recovery.txt contains either one of the aforementioned strings (Example in Figure 13),enter,-,other
2087,BITTERBUG beacon to by the C2 server sending the computer name and username of the compromised system,beacon,Network,command_and_control
2088,BITTERBUG perform an HTTP GET request for the following URI,perform,Other,command_and_control
2089,is deleted the filename received from %APPDATA%\Microsoft<FILE_NAME_FROM_ C2>,is deleted,File,-
2090,this command delete older versions of BITTERBUG,delete,File,infection_propagation
2091,BITTERBUG download the files listed in Table 1,download,Network,other
2092,The final two files are downloaded to the user’s Startup directory,are downloaded,Network,other
2093,The final two files executed at in order to startup maintain persistence,executed,-,other
2094,BITTERBUG scan through each drive letter,scan,Other,other
2095,BITTERBUG search for files with the following file extensions,search,File,-
2096,BITTERBUG creates a file list containing all documents (excluding those whose filename contains MediaUtils) to the following locations,creates,File,-
2097,BITTERBUG write a list of all running processes,write,File,-
2098,"BITTERBUG uploads the running process list, document file list, and all documents to the following URI",uploads,Network,other
2099,The malware create the following files,create,File,-
2100,The malware TCP port 80 communicates on,communicates,Network,command_and_control
2101,The malware HTTP requests perform for the following URIs,perform,-,command_and_control
2102,July 2013 BITTERBUG operations were originally used two benign decoy documents within,were originally used,-,infection_propagation
2103,code loaded a malicious Javascript file from a remote server,loaded,Network,command_and_control
2104,The Scanbox framework configures the remote C&C server that it will use,configures,-,command_and_control
2105,The Scanbox framework collects a small amount of information about the victim that is visiting the compromised website,collects,Other,other
2106,Scanbox sending the information to the C&C server,sending,Network,other
2107,Scanbox encodes the data with the following function,encodes,-,other
2108,Scanbox encrypts the data with the following function,encrypts,-,other
2109,the framework extract different information from the victim,extract,Other,other
2110,the framework Javascript Implements a keylogger functionality trough,Implements,Other,other
2111,the framework logs all the keystrokes the victim is typing inside the compromised website,logs,-,other
2112,It being recorded all keystrokes,being recorded,-,other
2113,It sent all keystrokes to periodically the C&C,sent,Network,other
2114,It send keystrokes when the user submits web forms that can potentially include passwords and other sensitive data,send,Network,other
2115,This Javascript file is a framework for reconnaissance,is,-,other
2116,The attackers compromise the website,compromise,-,other
2117,The framework use a cloud-based infrastructure for command-and-control,use,-,command_and_control
2118,The framework use the WebDAV protocol to send instructions,use,-,command_and_control
2119,The framework use the WebDAV protocol to receive exfiltrated information from compromised systems,use,-,other
2120,Exploitation of vulnerabilities in this file format is leveraged to gain remote access to victim’s computers,is leveraged,-,other
2121,"The framework been using the services of a cloud service provider based in Sweden, CloudMe.com for its main command-and-control infrastructure",been using,-,command_and_control
2122,"be performed all post-infection communication (i.e. target surveying, configuration updates, malware updates, and data exfiltration) via the cloud service",be performed,-,command_and_control
2123,Most interaction between attackers and their infrastructure is performed via a convoluted network of router proxies and rented hosts,is performed,-,command_and_control
2124,a highly advanced and professional targeted attack framework utilized a complex series of techniques to survey potential targets,utilized,-,infection_propagation
2125,we had the actual phishing email,had,-,infection_propagation
2126,the attackers This document was presumably obtained,was presumably obtained,-,infection_propagation
2127,the attackers This document repurposed for the attack,repurposed,-,infection_propagation
2128,we have the decoy documents,have,-,infection_propagation
2129,We have a set of phishing mails,have,-,infection_propagation
2130,the shellcode writes this to disk,writes,File,-
2131,The malicious content is stored inside in the document encoded form,is stored,-,infection_propagation
2132,this code drops a Word document and a Visual Basic script,drops,-,other
2133,is executed the script in the background,is executed,File,-
2134,the names of the dropped files randomized in order to avoid detection by name,randomized,-,other
2135,it drops two files to disk,drops,-,other
2136,AES-256 This data file be encrypted using,be encrypted,-,other
2137,The files be installed in several locations,be installed,-,other
2138,The VBScript sets a startup key in the HKCU\Software\Microsoft\Windows\CurrentVersion\Run registry path,sets,Other,-
2139,a startup key execute the DLLs at boot time,execute,-,other
2140,is launched the DLL using with regsrv32.exe the /s (silent) option,is launched,File,-
2141,The one above drops ctfmonrc.dll,drops,-,other
2142,load it from memory,load,Other,-
2143,The polymorphing mechanism obfuscate the actual decoding process,obfuscate,-,other
2144,a call to a subfunction loads the PE image into memory,loads,Other,-
2145,a call free the PE image allocation from memory,free,Other,-
2146,This configuration information load the encrypted file into memory,load,Other,-
2147,It is designed as a survey tool,is designed,-,other
2148,The PE file gathers system information,gathers,-,other
2149,The PE file OS version gathers,gathers,-,other
2150,The PE file gathers computer name,gathers,-,other
2151,The PE file gathers user name,gathers,-,other
2152,The PE file gathers user group membership,gathers,-,other
2153,The PE file gathers the process it is running in,gathers,-,other
2154,The PE file gathers locale ID’s,gathers,-,other
2155,The PE file gathers system drive and volume information,gathers,-,other
2156,All of this is encrypted,is encrypted,-,other
2157,WebDAV All of this sent to via cloud storage,sent,-,other
2158,the malware transfer files to using the command and control servers standard file IO commands,transfer,Network,command_and_control
2159,the malware transfer from files using the command and control servers standard file IO commands,transfer,Network,command_and_control
2160,the attackers identify every targeted attack,identify,-,infection_propagation
2161,The survey is then uploaded to in with the server a specified folder the generated name,is then uploaded,Network,other
2162,Files are compressed using a modified LZMA-compression,are compressed,-,other
2163,AES cipher-block-chaining (CBC) Files encrypted using,encrypted,-,other
2164,Files being uploaded to the cloud server,being uploaded,Network,other
2165,the malware downloads the new configuration file,downloads,Network,command_and_control
2166,The binary checks a separate folder on the cloud service designated to contain new configuration information,checks,-,command_and_control
2167,the malware deletes it from the server,deletes,File,-
2168,The malware checks configured subfolders for updates,checks,-,command_and_control
2169,be downloaded they,be downloaded,Network,command_and_control
2170,the malware downloaded another encrypted configuration file,downloaded,Network,command_and_control
2171,They pull specific survey information from their target,pull,-,other
2172,are passed they a pointer to a function to use for sending data back home,are passed,-,command_and_control
2173,They are executed in memory,are executed,File,-
2174,is freed the memory once they have completed,is freed,Other,-
2175,921.bin retrieves several datapoints about the infected machine,retrieves,-,other
2176,922.bin compiles a dirwalk – a complete listing of every file path – of each fixed drive,compiles,-,other
2177,921.bin Domain info retrieves,retrieves,-,other
2178,921.bin retrieves a list of running processes with all loaded modules in each,retrieves,Other,other
2179,921.bin retrieves the list of installed software,retrieves,-,other
2180,921.bin retrieves a complete hardware profile of the target machine,retrieves,-,other
2181,All of this information is exfiltrated back via the same WebDAV connection,is exfiltrated,Network,other
2182,are downloaded these from in the share one go,are downloaded,Network,other
2183,deleted these from in the share one go,deleted,File,-
2184,are injected they daily to ensure persistence on victim computers,are injected,-,other
2185,this malware is a more typical datastealer,is,-,other
2186,encrypted data uploads from compromised users increase,increase,-,other
2187,Victims of this attack connect using the Windows WebDAV redirector,connect,-,command_and_control
2188,the probable attackers used a HTTP user-agent of davfs2/1.4.6 neon/0.29.6,used,-,command_and_control
2189,the attackers compromise these devices based on poor configurations or default credentials,compromise,-,other
2190,tail- serves as for a SOCKS proxy the attackers,serves,-,command_and_control
2191,the binary retrieve the listening port to use for incoming connections,retrieve,Network,-
2192,"the attackers maintain a list of where each of these implants are installed, as well as what port and key each is configured to use",maintain,-,infection_propagation
2193,the malware connect to on the domain name the specified port,connect,Network,command_and_control
2194,The communication between the attacker and the SOCKSS is encoded using the RC4 key,is encoded,-,other
2195,the malware tunneling all traffic received from the SOCKSS port to the destination,tunneling,-,command_and_control
2196,four IP addresses connected to the proxy malware,connected,Network,command_and_control
2197,This host use the router proxy to connect to webdav.cloudme.com,use,Network,command_and_control
2198,This host uploads new malware components,uploads,Network,-
2199,It unlocked routers for in connection with proxying the sending of phishing emails,unlocked,-,infection_propagation
2200,this IP connect to on our router the malware management port,connect,Network,command_and_control
2201,another IP be connected to the newly opened port,be connected,Network,command_and_control
2202,the newly opened port send phishing emails with malicious attachments,send,-,infection_propagation
2203,this IP connect to the opened port,connect,Network,command_and_control
2204,this IP tunnel its email traffic through the router,tunnel,-,command_and_control
2205,the attackers used two mail proxies,used,-,command_and_control
2206,each of these send out phishing attacks,send,-,infection_propagation
2207,The mail proxy relay the spearphishing mail as seen below,relay,-,infection_propagation
2208,be mistaken the attack to come from legitimate businesses and trusted organizations,be mistaken,-,infection_propagation
2209,the organization from which the phishing email originates appear to be a known associate to the target,appear,-,infection_propagation
2210,sent a number of messages to targets in the oil industry,sent,-,infection_propagation
2211,One of the spearphishing mails coming through the router network,coming,-,infection_propagation
2212,One of the spearphishing mails sent to an address under the gov.py (Government of Paraguay) domain,sent,-,infection_propagation
2213,Accessing the link from an Android User-Agent initiated a download of an Android installer package named WhatsAppUpdate.apk,initiated,-,infection_propagation
2214,this malware record phone call audio,record,-,other
2215,Recordings are stored as *.mp4 files,are stored,-,other
2216,Recordings uploaded periodically to the attackers,uploaded,Network,other
2217,The malware collect a lot of other information,collect,-,other
2218,the attackers Through issue commands and binary updates to the malware the encrypted C&C protocol,issue,-,command_and_control
2219,"different configuration blocks C&C servers apparently located in Poland, Germany and Russia, respectively pointing to",pointing,-,command_and_control
2220,"Using an IOS User-Agent triggered the download of a Debian installer package, WhatsAppUpdate.deb",triggered,-,infection_propagation
2221,This application impersonates a Cydia installer,impersonates,-,infection_propagation
2222,it collect,collect,-,other
2223,These data are encrypted,are encrypted,-,other
2224,These data uploaded to an FTP account,uploaded,Network,other
2225,The application impersonates a settings utility,impersonates,-,infection_propagation
2226,This collects,collects,-,other
2227,Collected data be uploaded to a DynDNS domain currently hosted on a US webhosting service,be uploaded,Network,other
2228,The encrypted files uploaded to the WebDAV shares,uploaded,Network,-
2229,were uploaded the files themselves to the WebDAV share,were uploaded,Network,-
2230,the malware downloaded something unexpected and wholly different from what we have discussed until now,downloaded,Network,other
2231,These files were downloaded as from encrypted *.bin files the accounts carter0648 and frogs6352,were downloaded,Network,other
2232,"dropper packages containing one dropper executable clearly created for the Inception framework, and one other, very different executable",containing,-,other
2233,It is a downloader,is,-,other
2234,It is remote shell program,is,-,other
2235,It connect to a C&C server interact with the attacker,connect,-,command_and_control
2236,It download more malware,download,-,other
2237,The C&C server is ict32.msname.org,is,-,command_and_control
2238,sccm.exe connecting to this server,connecting,-,command_and_control
2239,many other malwares related to sccm.exe This C&C domain is used,is used,-,command_and_control
2240,Inception scouting out data,scouting,-,other
2241,Inception exfiltrating data,exfiltrating,-,other
2242,used the C&C domain,used,-,command_and_control
2243,the attackers using a known malicious C&C domain name,using,-,command_and_control
2244,polymorphed the initial DLL using some backend tool,polymorphed,-,other
2245,The attackers utilize compromised embedded devices – typically routers- on the Internet as well as multiple dedicated hosting providers and VPN services to mask their identity from the cloud storage provider and others,utilize,-,other
2246,The same router botnet is used as a spreading and management platform for attacks on mobile devices,is used,-,infection_propagation
2247,at least two generations of malware provides basic RAT functionality,provides,-,other
2248,The first generation of Hikit (referred to as Gen 1) operates as a server,operates,-,command_and_control
2249,an attacker access the victim machine,access,-,other
2250,The second generation of Hikit (referred to as Gen 2) beacons out to an attacker’s C2 server,beacons,-,command_and_control
2251,"both generations of Hikit retain the same basic RAT function consisting of remote command shell, file management, network proxy and port forwarding",retain,-,other
2252,a main DLL (referred to as the DLL) contains the RAT functionality,contains,-,other
2253,The Gen 1 Driver listens to network traffic arriving at the local network interface,listens,-,other
2254,"The Gen 2 Driver hide processes, registry keys and network connections associated with Gen 2 activity on the victim’s system",hide,-,other
2255,is encrypted the communication between the infected machine and the attacker using an XOR mask,is encrypted,-,other
2256,The DLL send a legitimate SSL certificate as a means to disrupt heuristic IDS sensors that look for encrypted traffic,send,-,other
2257,The Driver intercepts any and all network communication that traverses the Windows network stack,intercepts,-,other
2258,the DLL interact with without the network utilizes the WinSock API which could potentially reveal the presence of Hikit,interact,-,other
2259,"The Gen 2 sub-family, beginning with Gen 2.0 Beta employs a Windows device driver (the Driver) to hide aspects of the DLL’s functionality from normal system processes",employs,-,other
2260,it hooks a minimum number of kernel API functions in order to hide different pieces of information,hooks,Other,other
2261,The Driver hiding directories,hiding,Other,other
2262,The Driver hiding files,hiding,File,other
2263,The Driver hiding processes,hiding,-,other
2264,The Driver hiding registry keys and values,hiding,-,other
2265,the Driver In order to hooks various Windows Kernel API calls hide these items,hooks,Other,other
2266,the Driver hooks the API function,hooks,Other,-
2267,the Driver hide he items,hide,-,other
2268,The Driver hiding system modules,hiding,-,other
2269,The Driver hiding services,hiding,-,other
2270,The Driver hiding network connections,hiding,-,other
2271,The Driver hiding listening ports,hiding,-,other
2272,the Driver access the memory of the services.exe process,access,Other,-
2273,the Driver hide services,hide,-,other
2274,obfuscate a process,obfuscate,-,other
2275,the Driver remove the service entry that the Driver wishes to hide,remove,Other,other
2276,"the Driver IoCreateDevice calling with the name \Device\agony (for Gen 2.0 Beta samples), \Device\HTTPS (for Gen 2.1 samples), \Device\advcachemgr (for Gen 2.2 samples) or \Device\diskdump (for Gen 2.3 samples)",calling,Other,-
2277,The Driver creates a symbolic link to using the device the same name but under the \DosDevices\ tree,creates,File,-
2278,The Hikit family supported roughly the same set of commands since the first known samples of Gen 1.0,supported,-,other
2279,The RAT supports the following commands,supports,-,other
2280,The shell command activates a remote shell on the victim’s computer,activates,-,other
2281,The file command listing directories,listing,-,other
2282,The file command uploading files,uploading,Network,-
2283,The file command downloading files,downloading,Network,-
2284,an attacker utilize a Hikit-infected machine as a proxy,utilize,-,command_and_control
2285,Gen 2 samples rely on in order to a configuration know where the C2 server exists,rely,-,command_and_control
2286,an attacker is install the DLL as at a service some point prior to activation,is install,Other,-
2287,both exports generate a new thread of the same function (mainThread),generate,Other,-
2288,the main thread uninstall the Gen 1 system from a victim’s computer,uninstall,-,other
2289,mainThread remove the Driver from the victim’s machine,remove,-,other
2290,DllRegisterServer calling without the u parameter,calling,Other,-
2291,the DLL installs the version of the Driver found within the DLL’s resource section (under the BIN resource tree),installs,-,other
2292,installing the appropriate Driver,installing,-,other
2293,the DLL install the correct version of the Driver prior to terminating,install,-,other
2294,the second Driver version check ensure the correct Driver is installed,ensure,-,other
2295,the DLL generating a new thread (HikitThreadFunc) which will service any request coming from the new channel,generating,Other,-
2296,The dwHikitVersion field allows the client and the DLL to prior to ensure that they have a compatible communication scheme in place executing commands,allows,-,other
2297,The Gen 2 sub-family uses a DLL for the core of its RAT functionality,uses,-,other
2298,Gen 2 In order for uses a loader application the DLL to load,uses,Other,-
2299,both variants of the Loader load the embedded DLL in the exact same way,load,Other,-
2300,Both versions of the Loader loading the embedded DLL from the Loader’s resource,loading,Other,-
2301,Both versions of the Loader loading the DLL into using memory a custom loading routine,loading,Other,-
