,label,text-rel,label_num,tokens,text-neigh,token
1873,NoActionName,This validate the high profile victim,0,is,gain a foothold and validate the high profile victim.,is
1874,NoActionName,upgraded they to the Turla Carbon system,0,has,"is interesting, they get upgraded to the Turla Carbon",has
1875,NoActionName,Iranian actors DDoS attacks committed,0,implements,"past, Iranian actors primarily committed politically-motivated website defacement and",implements
1876,NoActionName,his group leverage varied social engineering tactics,0,select,have seen this group leverage varied social engineering tactics,select
1877,NoActionName,his group lure their targets into infecting themselves with malware,0,avoid,as a means to lure their targets into infecting,avoid
1878,NoActionName,the Chinese hacking community engaged in denial of service attacks,0,act,the Chinese hacking community engaged in website defacements and,act
1879,NoActionName,the Ajax Security Team lure targets into installing malicious software and/or revealing login credentials,0,proxy,variety of vectors to lure targets into installing malicious,proxy
1880,NoActionName,"These attack vectors include sending email, private messages via social media, fake login pages, and the propagation of anti-censorship software that has been infected with malware",0,shares,"credentials. These attack vectors include sending email, private messages",shares
1881,NoActionName,"these attackers sent targeted emails, as well as private messages through social media",0,dropped,"discovered that these attackers sent targeted emails, as well",dropped
1882,NoActionName,the attackers targeted companies in the DIB using a fake conference page as a lure to trick targets into installing malicious software,0,implements,"For example, the attackers targeted companies in the DIB",implements
1883,NoActionName,The attackers registered the domain aeroconf2014.org in order to impersonate the IEEE Aerospace conference,0,preventing,malicious software. The attackers registered the domain aeroconf2014.org in,preventing
1884,NoActionName,The attackers sent out an email with the following information,0,hide,actual domain is aeroconf.org—and sent out an email with,hide
1885,NoActionName,The attackers used phishing attacks,0,dropped,"The attackers have also used phishing attacks, in which",dropped
1886,NoActionName,they Web pages set up to emulate various services that require security credentials,0,implements,"attacks, in which they set up Web pages to emulate",implements
1887,NoActionName,The attackers tailored these login pages for specific targets in the DIB,0,preventing,security credentials. The attackers tailored these login pages for,preventing
1888,NoActionName,The attackers spoofed a variety of services such as Outlook Web Access and VPN login pages,0,hide,in the DIB and spoofed a variety of services,hide
1889,NoActionName,the attackers collect their login credentials,0,exfiltrated,"Web pages, the attackers collect their login credentials. All",exfiltrated
1890,NoActionName,was bundled an anti-censorship tool that is primarily used by Internet users in Iran with malware,0,exfiltrate,Internet users in Iran was bundled with malware and Our,exfiltrate
1891,NoActionName,"were distributed malware-laden versions of legitimate anti-censorship software, such as Psiphon and Ultrasurf to users Iran and Persian speaking people around the world",0,included,"as Psiphon and Ultrasurf, were distributed to users Iran and",included
1892,NoActionName,They deliver this malware as a malicious executable (dropper),0,disable,simply as ‘Stealer’. They deliver this malware as a,disable
1893,NoActionName,The executable drops the implant IntelRS.exe,0,overwrite,a CAB extractor that drops the implant IntelRS.exe. This,overwrite
1894,NoActionName,This implant C:\ Documents and Settings\{USER}\Application Data\IntelRapidStart\ drops various other components into,0,kill,"This implant, in turn, drops various other components into",kill
1895,NoActionName,it has various data collection modules,0,performed,"named Stealer, as it has various data collection modules.",performed
1896,NoActionName,It AppTransferWiz.dll drops via the following command,0,gathering,data collection modules. It drops and launches AppTransferWiz.dll via,gathering
1897,NoActionName,AppTransferWiz.dll FTP Data exfiltration is conducted over,0,deleted,"Saffron Rose Data exfiltration is conducted over FTP by AppTransferWiz.dll,",deleted
1898,NoActionName,incomplete code SFTP and SMTP exfiltration perform,0,deleting,"incomplete code that would perform SFTP and SMTP exfiltration,",deleting
1899,NoActionName,IntelRS.exe collect data from various areas in the system as described below,0,overwrote,"set, IntelRS.exe proceeds to collect data from various areas",overwrote
1900,NoActionName,a Delphi component called DelphiNative.DLL implements some additional data theft functionality for the following,0,downloaded,"component called DelphiNative.DLL, which implements some additional data theft",downloaded
1901,NoActionName,The Stealer component uses common techniques to acquire credential data,0,searches,Rose The Stealer component uses common techniques to acquire,searches
1902,NoActionName,it uses various APIs shown below to acquire RDP accounts from the Windows vault,0,reads,it loads vaultcli.DLL and uses various APIs shown below,reads
1903,NoActionName,Harvested data is encrypted,0,extracts,Windows vault. Harvested data is encrypted and written to disk,extracts
1904,NoActionName,is encrypted the data via a Rijndael cipher implementation,0,extracts,indicates that the data is encrypted via a Rijndael cipher,extracts
1905,NoActionName,Many of the malicious executables (droppers) that we collected were bundled with legitimate installers for VPN or proxy software,0,connect,(droppers) that we collected were bundled with legitimate installers for,connect
1906,NoActionName,was bundled 6dc7cc33a3cdcfee6c4edb6c085b869d with an installer for Ultrasurf Proxy software,0,upload,Examples include: • 6dc7cc33a3cdcfee6c4edb6c085b869d was bundled with an installer for,upload
1907,NoActionName,was bundled 3d26442f06b34df3d5921f89bf680ee9 with an installer for Gerdoovpn virtual private network software,0,run,Proxy software. • 3d26442f06b34df3d5921f89bf680ee9 was bundled with an installer for,run
1908,NoActionName,was bundled 3efd971db6fbae08e96535478888cff9 with an installer for the Psiphon proxy,0,checks,network software. • 3efd971db6fbae08e96535478888cff9 was bundled with an installer for,checks
1909,NoActionName,was bundled 288c91d6c0197e99b92c06496921bf2f with an installer for Proxifier software,0,wipe,Psiphon proxy. • 288c91d6c0197e99b92c06496921bf2f was bundled with an installer for,wipe
1910,NoActionName,These droppers spoof the appearance of the above applications,0,rendering,also designed to visually spoof the appearance of the,rendering
1911,NoActionName,These droppers contained icons used in the legitimate installers for these programs,0,stop,above applications. These droppers contained icons used in the,stop
1912,NoActionName,exfiltrated logs to a command-and-control (CnC) server under the groups’ control,0,evade,from a victim and exfiltrated to a command-and-control (CnC),evade
1913,NoActionName,an attacker configure a new Stealer backdoor,0,enumerates,enables an attacker to configure a new Stealer backdoor.,enumerates
1914,NoActionName,the new backdoor connect to with a specific CnC server a personalized username and password,0,overwrites,the new backdoor to connect to a specific CnC,overwrites
1915,NoActionName,The attacker bind the backdoor to a legitimate application of his or her choosing,0,destroying,password. The attacker can bind the backdoor to a,destroying
1916,NoActionName,they cloak it with an icon designed to make the backdoor appear as though it is a legitimate file,0,locates,"choosing, or they can cloak it with an icon",locates
1917,NoActionName,This sample (MD5 1823b77b9ee6296a8b997ffb64d32d21) exfiltrate data to ultrasms.ir,0,delete,1823b77b9ee6296a8b997ffb64d32d21) was configured to exfiltrate data to ultrasms.ir. The,delete
1918,NoActionName,used the domains in phishing attacks,0,is shut down and rebooted,well as the domains used in phishing attacks designed,is shut down and rebooted
1919,NoActionName,the domains capture user credentials,0,were launched,phishing attacks designed to capture user credentials: The website,were launched
1920,NoActionName,were disguised malware samples as anti-censorship tools,0,sought out,analyzing malware samples that were disguised as anti-censorship tools. While,sought out
1921,NoActionName,attackers disguised malware as in order to anti-censorship tools target the users of such tools inside Iran as well as Iranian dissidents outside the country,0,search,we believe that attackers disguised malware as anti-censorship tools,search
1922,NoActionName,was used the domain aerospace2014.org in spear phishing attacks against companies in the U.S.,0,included,"the domain aerospace2014.org, which was used in spear phishing attacks",included
1923,NoActionName,the Ajax Security Team be using anti-censorship tools as a lure,0,were,Security Team could just be using anti-censorship tools as a,were
1924,NoActionName,The CozyDuke toolset infecting targeted hosts,0,wiping,"consists of tools for infecting targeted hosts, establishing and",wiping
1925,NoActionName,The CozyDuke toolset establishing and maintaining backdoor access to the hosts,0,used,"for infecting targeted hosts, establishing and maintaining backdoor access to the",used
1926,NoActionName,The CozyDuke toolset gathering information from them,0,used,"access to the hosts, gathering information from them and",used
1927,NoActionName,The CozyDuke toolset gaining further access to other hosts inside the victim organization,0,used,information from them and gaining further access to other,used
1928,NoActionName,multiple kinds of droppers CozyDuke infecting hosts with,0,scanning,kinds of droppers for infecting hosts with CozyDuke or,scanning
1929,NoActionName,multiple kinds of droppers executing additional tools from the CozyDuke toolset,0,spread,with CozyDuke or for executing additional tools from the,spread
1930,NoActionName,the CozyDuke toolset gathering further information from infected hosts,0,were then compromised,for purposes such as gathering further information from infected,were then compromised
1931,NoActionName,the CozyDuke toolset infecting additional hosts in the same target organization,0,were used,infected hosts or for infecting additional hosts in the,were used
1932,NoActionName,CozyDuke spread via email,0,target,"have observed CozyDuke being spread via email, which usually",target
1933,NoActionName,The main CozyDuke dropper checking whether the victim has an anti-virus product installed,0,was dropped,"with CozyDuke, begins by checking whether the victim has",was dropped
1934,NoActionName,Newer versions of the dropper ensure inside the dropper is not being executed a virtual machine,0,is detected,perform additional checks to ensure the dropper is not,is detected
1935,NoActionName,Newer versions of the dropper ensure inside the dropper is not being executed a known malware analysis sandbox,0,is executed,perform additional checks to ensure the dropper is not,is executed
1936,NoActionName,"The most important functionalities are the execution of additional tasks, modules or executables as commanded by the C&C server",0,look,"by the main component are establishment of persistence, gathering",look
1937,NoActionName,The most important functionalities are communication with the C&C server,0,deliver,"by the main component are establishment of persistence, gathering",deliver
1938,NoActionName,The most important functionalities are gathering of basic system information,0,use,"by the main component are establishment of persistence, gathering",use
1939,NoActionName,The most important functionalities are establishment of persistence,0,contact,"by the main component are establishment of persistence, gathering",contact
1940,NoActionName,the configuration data for any single CozyDuke instance included the details of either one or two C&C servers,0,is executed,single CozyDuke instance has included the details of either,is executed
1941,NoActionName,the main component of CozyDuke implements 6 commands that the C&C server can specify,0,decrypts and drops,main component of CozyDuke implements 6 commands that the,decrypts and drops
1942,NoActionName,CozyDuke modules CozyDuke’s functionality extending,0,is subsequently loaded,for the purposes of extending CozyDuke’s functionality. The second,is subsequently loaded
1943,NoActionName,"the executables drop other executables, scripts or DLLs",0,detect,"CozyDuke, the executables may drop other executables, scripts or",detect
1944,NoActionName,APT29 adding layers of obfuscation,0,proceeds,of the malware by adding layers of obfuscation and,proceeds
1945,NoActionName,the group CnC uses compromised servers for,0,gathers,appears to almost solely uses compromised servers for CnC,gathers
1946,NoActionName,Each variant CnC instructions acquire,0,encrypts,"uses different methods to acquire CnC instructions, either by",encrypts
1947,NoActionName,HAMERTOSS deliver the second-stage CnC to,0,impossible to retrieve,as an intermediary to deliver the second-stage CnC to,impossible to retrieve
1948,NoActionName,MiniDuke CnC Twitter using for,0,is created,"HAMMERTOSS by not only using Twitter for CnC, but",is created
1949,NoActionName,upload a victim’s data to a cloud storage service,0,is written,or login credentials to upload a victim’s data to,is written
1950,NoActionName,PowerShell execute commands via,0,persist,"may include instructions to execute commands via PowerShell, execute",persist
1951,NoActionName,execute a direct command,0,creates,"execute commands via PowerShell, execute a direct command or",creates
1952,NoActionName,HAMMERTOSS upload information from to using victim networks accounts on cloud storage services login credentials received in Stage 4,0,is created,commands directed HAMMERTOSS to upload information from victim networks,is created
1953,NoActionName,the backdoor reconnaissance on the victim network,0,is loaded,list of running tasks— reconnaissance on the victim network—and,is loaded
1954,NoActionName,the backdoor upload it to using a specific account on a cloud storage service the login credentials,0,gathering,on the victim network—and upload it to a specific,gathering
1955,NoActionName,APT29 avoid detection,0,retrieves,quickly during operations to avoid detection and removal. For,retrieves
1956,NoActionName,APT29 avoid removal,0,gathers,quickly during operations to avoid detection and removal. For,gathers
1957,NoActionName,attackers launched a series of Distributed Denial of Service attacks (DDoS) against websites promoting democracy in Hong Kong,0,is then sent,"recent weeks, attackers have launched a series of Distributed",is then sent
1958,NoActionName,websites belonging to Next Media’s Apple Daily publication suffered from an ongoing DDoS attack that brought down its email system for hours,0,request,Apple Daily publication have suffered from an ongoing DDoS,request
1959,NoActionName,Next Media’s network suffered a total failure as a result of these attacks,0,used,Next Media’s network has suffered a total failure as,used
1960,NoActionName,a set of command and control (C2) servers instructing participating bots to attack Next Media-owned websites and the HKGolden forum,0,is downloaded,and control (C2) servers instructing participating bots to attack,is downloaded
1961,NoActionName,These binaries drop a variant of an older DDoS tool known as KernelBot,0,verifies,Cabinet self-extracting files that drop a variant of an,verifies
1962,NoActionName,they drop three files,0,executes,similar in that they drop three files: • ctfmon.exe-a,executes
1963,NoActionName,c3d6450075d618b1edba17ee723eb3ca drops a KernelBot variant,0,verify,"sample. For example, c3d6450075d618b1edba17ee723eb3ca drops a KernelBot variant that",verify
1964,NoActionName,two different single-byte XOR keys encode configuration files issued by the DDOS C2 servers in this campaign,0,creating,XOR keys used to encode configuration files issued by,creating
1965,NoActionName,the C2 servers listed above issued more than 30 different unique configuration files,0,is then stored,different unique configuration files issued by the C2 servers,is then stored
1966,NoActionName,These configurations issued commands to attack the following domains and IPs,0,is registered,listed above. These configurations issued commands to attack the,is registered
1967,NoActionName,a configuration update instructed bots under their control,0,starting,four controls servers that instructed bots under their control,starting
1968,NoActionName,bots under their control UDP traffic flood 124.217.214.149 with,0,install,under their control to flood 124.217.214.149 with UDP traffic.,install
1969,NoActionName,two of the active controls instructing participating bots to cease attacks,0,thwart,the active controls began instructing participating bots to cease,thwart
1970,NoActionName,all five of the known active control servers were issuing commands to cease the attacks,0,applies,known active control servers were issuing commands to cease the,applies
1971,NoActionName,it decoded a command that configured its C2 server,0,use,"at code.google.com/p/udom/, where it decoded a command that configured",use
1972,NoActionName,Backdoor.APT.Preshin This sample is detected as,0,retrieve,from java-se.com/jp.jpg. This sample is detected as Backdoor.APT.Preshin and connected,retrieve
1973,NoActionName,We Backdoor.APT.PISCES detect this payload as,0,is sent,to sign e2a4b96cce9de4fb126cfd5f5c73c3ed. We detect this payload as Backdoor.APT.PISCES,is sent
1974,NoActionName,We Backdoor.APT.PISCES detect this payload as,0,steal,sign ecf21054ab515946a812d1aa5c408ca5. We also detect this payload as Backdoor.APT.PISCES,steal
1975,NoActionName,These ongoing DDoS attacks target the hkgolden.com website,0,include,APT intrusion activity both target the hkgolden.com website. As,include
1976,NoActionName,a KernelBot network been targeted this site with a DDoS attack,0,drop,"above, this site has been targeted with a DDoS attack",drop
1977,NoActionName,the attackers issued new instructions to their botnet,0,are persistently used,"own infrastructure, the attackers issued new instructions to their",are persistently used
1978,NoActionName,Most targeted attacks against organizations originate as spear-phish campaigns or watering hole style web driveby attacks,0,arrive,targeted attacks against organizations originate as spear-phish campaigns or,arrive
1979,NoActionName,cyber crime gangs perpetrate identity fraud,0,are,"to compromise endpoints to perpetrate ad fraud, identity fraud,",are
1980,NoActionName,cyber crime gangs perpetrate ad fraud,0,steal,"to compromise endpoints to perpetrate ad fraud, identity fraud,",steal
1981,NoActionName,cyber crime gangs perpetrate banking credential theft,0,include,"to compromise endpoints to perpetrate ad fraud, identity fraud,",include
1982,NoActionName,methods provide backdoor access and command and control over compromised networks,0,trick,to methods used to provide backdoor access and command,trick
1983,NoActionName,Threat actors switch out to the landing pages for their ads pages that host exploit kits,0,requests,"visited sites, then later switch out the landing pages",requests
1984,NoActionName,Threat actors create a temporary redirection from their usual content to the malicious landing page,0,is,"exploit kits, or simply create a temporary redirection from",is
1985,NoActionName,"been armed traditional malvertising with to a micro-targeting system using IP address ranges, geographically narrowed down to zip codes, and interests of the user (recorded in cookies) target specific companies, company types, and user interests/preferences",0,opens,"DeathClick, traditional malvertising has been armed with a micro-targeting system",opens
1986,NoActionName,these threat actors weaponized ad delivery networks to target victims,0,executing,these threat actors have weaponized ad delivery networks to,executing
1987,NoActionName,Those ad windows being used to if deliver malware the bidding price is right,0,send,windows can and are being used to deliver malware if,send
1988,NoActionName,advanced threat actors target an organization directly based solely on via their corporate network IP range micro-targeted malvertising,0,employs,actors are able to target an organization directly via,employs
1989,NoActionName,a malvertising campaign were targeted multiple US Defense/Aerospace contractors,0,are encrypted,multiple US Defense/Aerospace contractors were targeted by a malvertising campaign.,are encrypted
1990,NoActionName,were hit these organizations with dozens of micro-targeted malvertising attacks,0,detects,"week period, these organizations were hit with dozens of micro-targeted",detects
1991,NoActionName,were carried out the attacks by targeting these Defense contractors directly via real-time ad bidding,0,detects,"each instance, the attacks were carried out by targeting these Defense",detects
1992,NoActionName,a malicious ad delivered a backdoor Trojan via a Java-based exploit,0,based,"loaded, a malicious ad delivered a backdoor Trojan via",based
1993,NoActionName,The malware installed a generic backdoor Trojan,0,generates,"website, and would have installed a generic backdoor Trojan.",generates
1994,NoActionName,delivered the exploit and malware from by an ad visiting Fleaflicker.com,0,uses,the exploit and malware delivered from an ad by,uses
1995,NoActionName,the exploited Java process dropped a file called fvJcrgR0.exe,0,connects,"the exploited Java process dropped a file called fvJcrgR0.exe,",connects
1996,NoActionName,a Web server in Poland dropped the malware,0,turned,server in Poland that dropped the malware. The timeline,turned
1997,NoActionName,this malware is a Trojan backdoor,0,sent,see that this malware is a Trojan backdoor that,sent
1998,NoActionName,this malware download additional malware,0,installed,likely be used to download additional malware or to,installed
1999,NoActionName,this malware provide remote persistent access to the attacker,0,install,additional malware or to provide remote persistent access to,install
2000,NoActionName,"delivery.first-impression.com redirected to an IP address, not a domain name deliver its malicious payload",0,harvested,8) shows that delivery.first-impression.com redirected directly to an IP,harvested
2001,NoActionName,this was a spear-phish attack,0,act as,10 notes that this was likely a spear-phish attack.,act as
2002,NoActionName,the ads on the Earthlink page Java dropping the exploit code via,0,compromised,"the Earthlink page refreshed, dropping the exploit code via",compromised
2003,NoActionName,a new ad Java exploit,0,are delivered,page that attempted to exploit Java. This malvertising was,are delivered
2004,NoActionName,criminal enterprise being used real-time ad bidding networks to target companies with malicious content,0,be,ad bidding networks are being used by criminal enterprise to,be
2005,NoActionName,criminal enterprise gain persistent remote access,0,compromise,content in order to gain persistent remote access. In,compromise
2006,NoActionName,malicious content linking to landing pages that infect users,0,gained,fraction is malicious content linking to landing pages that,gained
2007,NoActionName,the highest bidder for the placement serves malware,0,manifested,bidder for the placement serves malware. The price to,manifested
2008,NoActionName,"replace the redirection code to switch from a legitimate ad banner to a drop site that hosts an exploit kit, typically based on Java, Flash, Silverlight, or all three",0,was deliver,is very simple to replace the redirection code to,was deliver
2009,NoActionName,"malvertisers using these same tools and techniques to in addition to target companies with malware for persistent remote access traditional click fraud, phishing, and identity theft",0,Deployed,mis-appropriated unwittingly by malvertisers using these same tools and,Deployed
2010,NoActionName,a malvertiser delivered a Java exploit,0,is automatically launched,win a bid and delivered a Java exploit. This,is automatically launched
2011,NoActionName,that version of Chrome click on specific ad banners,0,mean,to visit websites and click on specific ad banners.,mean
2012,NoActionName,a background web browser does click fraud,0,similarly means,"background web browser that does nothing but click fraud,",similarly means
2013,NoActionName,was almost converted the host to a click-fraud bot,0,is,"this instance, the host was almost converted to a click-fraud bot.",is
2014,NoActionName,been intended the malware delivery for data exfiltration,0,adding,"malware delivery could have been intended for data exfiltration, banking",adding
2015,NoActionName,RTB ad bidding delivered malvertising via,0,determine,highlighted URLs for malvertising delivered via RTB ad bidding.,determine
2016,NoActionName,are preconfigured the landing pages with the exploit kit,0,deobfuscate,"instances, the landing pages are preconfigured with the exploit kit.",deobfuscate
2017,NoActionName,malvertising Real Time Ad Bidding CryptoWall ransomware attacks delivering via,0,ensuring,sharp spike of malvertising delivering CryptoWall ransomware attacks via,ensuring
2018,NoActionName,"Real Time Ad bidding platforms, including OpenX, GoogleAds, Yahoo, AOL, and first-impression.com delivering the CryptoWall 2.0 ransomware ads",0,obfuscated,malvertising scheme by unwittingly delivering the CryptoWall 2.0 ransomware,obfuscated
2019,NoActionName,"Ransomware encrypts the victim’s disk and data files, including remote storage",0,reads,of malware that fully encrypts the victim’s disk and,reads
2020,NoActionName,the attacker is delivering the malicious ads,0,deobfuscates,into the attacker that is delivering the malicious ads. According,deobfuscates
2021,NoActionName,used 3rd party ad networks to distribute malware,0,communicates,"3rd party ad networks used to distribute malware, and",communicates
2022,NoActionName,the malicious ads exploit unsuspecting visitors with rive-by web exploits,0,denote,the malicious ads that exploit unsuspecting visitors with drive-by,denote
2023,NoActionName,visiting any ad-supported site result in a CryptoWall ransomware infection,0,hijacking,any ad-supported site may result in a CryptoWall ransomware,hijacking
2024,NoActionName,Cryptowall 2.0 utilizes the TOR network to hide its communications,0,was spread,ransomware infection. Cryptowall 2.0 utilizes the TOR network to,was spread
2025,NoActionName,it encrypts all local files on the disk,0,delivering,"communications, but it quickly encrypts all local files on",delivering
2026,NoActionName,place malvertising of Cryptowall on sports.yahoo.com,0,deploy,winning bid price to place malvertising of Cryptowall on,deploy
2027,NoActionName,Operation DeathClick micro-target companies via in order to malvertising compromise their networks,0,harvesting,an active campaign to micro-target companies via malvertising in,harvesting
2028,NoActionName,the micro-targeting malvertising technique evades almost all network controls and traditional endpoint anti-virus solutions,0,enabling,the micro-targeting malvertising technique evades almost all network controls,enabling
2029,NoActionName,attackers deliver malware to through because of you your web browser your IP address space and your industry vertical,0,added,the unprecedented ability to deliver malware to you through,added
2030,NoActionName,standard Anti-Virus Most of the attacks featured here were not detected because the malware hashes constantly change,0,install,the attacks featured here were not detected by standard Anti-Virus because,install
2031,NoActionName,financial Trojans steal passwords and credit card details,0,served up,Trojans that attempt to steal passwords and credit card,served up
2032,NoActionName,stolen employee or customer records,0,placed,or customer records get stolen as happened to the,placed
2033,NoActionName,malware spread into as such isolated networks demonstrated many times by threats such as Stuxnet,0,upload,This allows malware to spread into such isolated networks,upload
2034,NoActionName,sabotage attacks damage equipment,0,serving up,"However, sabotage attacks that damage equipment are definitely possible,",serving up
2035,NoActionName,"be manipulated smart meters to send back false information or report incorrect billing IDs, leading to power theft",0,been used,how smart meters could be manipulated to send back false,been used
2036,NoActionName,cyberattacks taken out power equipment in multiple cities outside the United States,0,was being leveraged,representatives that cyberattacks had taken out power equipment in multiple,was being leveraged
2037,NoActionName,the safety monitoring system of the Ohio nuclear power plant went offline for due to several hours a Slammer worm infection,0,been compromised,nuclear power plant apparently went offline for several hours,been compromised
2038,NoActionName,a sabotage attack was targeted a marine terminal in Venezuela,0,conduct profiling,marine terminal in Venezuela was targeted by a sabotage attack.,conduct profiling
2039,NoActionName,an attacking group get access to the SCADA network of the oil tanker loading machinery,0,load,attacking group managed to get access to the SCADA,load
2040,NoActionName,This halted machinery,0,install,"empty program module. This halted machinery, preventing oil tankers",install
2041,NoActionName,This preventing oil tankers from for till loading eight hour the unaffected backup code was reinstalled on the PLCs,0,install,"module. This halted machinery, preventing oil tankers from loading",install
2042,NoActionName,The attackers used a Trojan to gain access to the control for the gas pipelines,0,serving up,in 2000. The attackers used a Trojan to gain,serving up
2043,NoActionName,the Stuxnet operation November 2005 began in with the registration of the command and control (C&C) servers used in the attacks,0,loads,"today, the Stuxnet operation began in November 2005 with",loads
2044,NoActionName,Stuxnet target and sabotage industrial control systems,0,connects,known autonomous threat to target and sabotage industrial control systems to,connects
2045,NoActionName,Stuxnet uses seven vulnerabilities to spread and infect its targets,0,placing,"piece of malware, which uses seven vulnerabilities to spread",placing
2046,NoActionName,it Spreading through infected portable media drives,0,connected,auto-execute on USB drives. Spreading through infected portable media,connected
2047,NoActionName,it infect networks isolated by air gaps that are unreachable from the Internet,0,utilized,allowed it to also infect networks isolated by air,utilized
2048,NoActionName,"it Step7 project files, which are used to control Programmable Logic Controllers (PLCs) infect",0,hosted,"it is able to infect Step7 project files, which",hosted
2049,NoActionName,the worm infect computers whenever the engineer exchanged the project files,0,communicating,allowed the worm to infect computers whenever the engineer,communicating
2050,NoActionName,spread through a printer spooler vulnerability,0,hosted,"Besides this, it also spread through network shares, a",hosted
2051,NoActionName,spread through an old Windows RPC (remote procedure calls) vulnerability,0,communicating,"Besides this, it also spread through network shares, a",communicating
2052,NoActionName,spread through a known password in the WinCC database,0,was used,"Besides this, it also spread through network shares, a",was used
2053,NoActionName,Part of the malware code was signed with stolen digital certificates making it harder to detect by security tools,0,were used,with stolen digital certificates making it harder to detect,were used
2054,NoActionName,Stuxnet To executed slightly different infection routines depending on the security software installed on the target hide its activity even further,0,determined,"activity even further, Stuxnet executed slightly different infection routines",determined
2055,NoActionName,the malware hide its own files,0,relies,"itself, the malware would hide its own files and",relies
2056,NoActionName,Tricks like these make the detection of the malware more difficult,0,target and exfiltrate,"Tricks like these, to make the detection of the",target and exfiltrate
2057,NoActionName,The sabotage payload disrupted and partially destroyed the cascaded high frequency gas centrifuges,0,using,Iran. The sabotage payload disrupted and partially destroyed the cascaded high frequency,using
2058,NoActionName,The early version of Stuxnet targeted the S7- 417 PLCs,0,conceal,early version of Stuxnet targeted the S7- 417 PLCs,conceal
2059,NoActionName,The early version of Stuxnet modified its valve settings,0,used,S7- 417 PLCs and modified its valve settings. Closing,used
2060,NoActionName,The later version of the threat focused on the S7-315 PLCs,0,used,"version of the threat focused on the S7-315 PLCs,",used
2061,NoActionName,The later version of the threat manipulating the spinning frequency of the rotating motors,0,observed,"on the S7-315 PLCs, manipulating the spinning frequency of",observed
2062,NoActionName,The payload become active if the fingerprint in the found PLC setup matched a given configuration setup,0,was,The payload would only become active if the fingerprint,was
2063,NoActionName,the threat To recorded measurement readings during normal operation avoid detection by personnel monitoring the human machine interface (HMI) of the plant,0,rely,"the plant, the threat recorded measurement readings during normal",rely
2064,NoActionName,the threat To played those back in a loop avoid detection by personnel monitoring the human machine interface (HMI) of the plant,0,relied,during normal operation and played those back in a,relied
2065,NoActionName,The attacks finding project details and financial information about oil and gas field exploration and bids,0,used,and were directed at finding project details and financial,used
2066,NoActionName,The attackers SQL injection and installing Web shells on them compromising public facing Web servers through,0,use,The attackers started by compromising public facing Web servers,use
2067,NoActionName,they harvest local passwords,0,observed,common hacking tools to harvest local Page Targeted Attacks,observed
2068,NoActionName,they dump password hashes,0,used,"Against the Energy passwords, dump password hashes, sniff authentication",used
2069,NoActionName,they sniff authentication messages,0,obfuscate,"passwords, dump password hashes, sniff authentication messages and exploit",obfuscate
2070,NoActionName,them move on to using other internal computers the gathered passwords,0,is,This allowed them to move on to other internal,is
2071,NoActionName,were used spear phishing messages to compromise additional computers,0,uploading,"addition, spear phishing messages were used to compromise additional computers.",uploading
2072,NoActionName,On was installed a common Backdoor.Trojan compromised computers,0,downloading,computers a common Backdoor.Trojan was installed that communicated back to,downloading
2073,NoActionName,a common Backdoor.Trojan communicated back to the C&C server,0,listing,Backdoor.Trojan was installed that communicated back to the C&C,listing
2074,NoActionName,a common Backdoor.Trojan allowing remote access to the computer,0,generating,"to the C&C server, allowing remote access to the",generating
2075,NoActionName,the attacker find valuable information,0,transferring,allowed the attacker to find and extract valuable information.,transferring
2076,NoActionName,the attacker extract valuable information,0,appears,attacker to find and extract valuable information. In August,appears
2077,NoActionName,The dropper component Windows start itself with,0,not execute,TrkSvr in order to start itself with Windows. It,not execute
2078,NoActionName,The module drops a legitimate and digitally signed device driver that provides low level disk access from user space,0,installed,scenario. The module then drops a legitimate and digitally,installed
2079,NoActionName,The malware collects file names,0,extract,user space. The malware collects file names and starts,extract
2080,NoActionName,Disttrack wiping the master boot record with the same data,0,disguised,the computer off by wiping the master boot record,disguised
2081,NoActionName,"It reports the domain name, IP address and number of files overwritten",0,install,"the C&C server. It reports the domain name, IP",install
2082,NoActionName,the attackers acquiring user credentials,0,install,of files overwritten. By acquiring user credentials and gaining,install
2083,NoActionName,the attackers push the malware on to before many systems they triggered the destructive payload,0,execute,attackers were able to push the malware on to,execute
2084,NoActionName,Disttrack steal valuable information from infected computers,0,open,may have been to steal valuable information from infected,open
2085,NoActionName,Disttrack render the computers unusable,0,check,main intent was to render the computers unusable by,check
2086,NoActionName,Disttrack wiping the operating system and master boot record,0,enter,the computers unusable by wiping the operating system and,enter
2087,NoActionName,wiping destroy evidence of the attack,0,beacon,also frequently used to destroy evidence of the attack,beacon
2088,NoActionName,wiping make forensics,0,perform,of the attack and make forensics more difficult. The,perform
2089,NoActionName,Spear phishing used to attack companies,0,is deleted,most common attack vectors used to attack companies. The,is deleted
2090,NoActionName,breaking in and compromising computers,0,delete,the incursion phase of breaking in and compromising computers. After that comes,delete
2091,NoActionName,the attacker gathers passwords,0,download,"phase, where the attacker gathers passwords and maps the",download
2092,NoActionName,the attacker maps the internal network,0,are downloaded,attacker gathers passwords and maps the internal network. The,are downloaded
2093,NoActionName,A wave of spear phishing emails were sent from to two Freemailer accounts 291 individuals at the targeted company,0,executed,of spear phishing emails were sent from two Freemailer accounts,executed
2094,NoActionName,All of the emails contained the same Trojan.Dropper,0,scan,All of the emails contained the same Trojan.Dropper disguised,scan
